103;11.09.2019;2928;1643;2293
104;17.11.2019;4388;830;2489
105;11.10.2019;395;2129;1920
106;26.09.2019;2274;1922;109
107;14.01.2020;1597;1926;4438
108;19.05.2019;325;671;1001
109;12.07.2019;2643;2127;750
110;31.10.2019;1426;801;2336
111;09.12.2019;4156;1456;2135
112;27.05.2019;2939;2148;4909
113;02.07.2019;2005;942;2306
114;14.11.2019;480;2477;2585
115;06.09.2019;1452;1281;4933
116;11.03.2020;4355;1493;4877
117;04.09.2019;4727;1822;2933
118;11.05.2019;3475;808;1033
119;11.01.2020;3233;1283;4445
120;16.01.2020;1171;1881;813
121;04.10.2019;551;2124;3080
122;13.11.2019;3851;2028;508
123;27.12.2019;2327;1038;303
124;04.07.2019;3457;1781;4102
125;10.03.2020;4019;1102;3275
126;22.11.2019;923;2003;262
127;18.01.2020;2723;1805;2803
128;21.07.2019;1617;1998;3850
129;12.07.2019;541;1144;1940
130;27.12.2019;3135;2083;495
131;20.10.2019;1793;2154;2061
132;01.03.2020;3947;649;595
133;04.12.2019;2380;2233;3835
134;28.10.2019;2563;516;4152
135;22.12.2019;1397;1501;1373
136;16.02.2020;3994;920;4533
137;10.03.2020;3290;1342;3244
138;14.04.2019;4070;2293;1757
139;04.08.2019;3990;1394;3774
140;14.05.2019;3172;2081;2882
141;31.03.2019;373;2319;4229
142;02.10.2019;1711;1487;2835
143;31.10.2019;4385;1458;3929
144;29.03.2019;3043;1753;977
145;15.04.2019;3645;1662;2328
146;07.06.2019;2894;2483;3912
147;03.05.2019;3176;1009;2498
148;26.10.2019;4833;2313;4814
149;07.02.2020;2733;1843;2329
150;01.04.2019;4353;2099;807
151;24.04.2019;923;1232;2039
152;14.06.2019;1299;1227;3471
153;17.04.2019;1239;1914;2919
154;19.05.2019;1095;2262;1327
155;20.10.2019;4748;893;2547
156;19.01.2020;2013;662;2950
157;05.09.2019;3940;2248;2413
158;10.11.2019;4677;1381;3529
159;10.03.2020;2385;2480;506
160;05.01.2020;4285;2057;1023
161;16.11.2019;4533;2251;1242
162;28.08.2019;1197;1076;56
163;21.02.2020;2224;1022;3147
164;13.12.2019;2876;1195;4101
165;07.03.2020;4083;1295;3043
166;25.12.2019;2678;1978;653
167;03.07.2019;717;1433;1605
168;06.07.2019;1321;1253;2931
169;19.04.2019;4621;1269;1878
170;01.03.2020;3014;1788;2698
171;20.07.2019;4116;1493;2269
172;16.01.2020;2711;1599;3665
173;01.01.2020;1753;2162;4149
174;23.01.2020;2280;566;1332
175;16.06.2019;4883;2019;146
176;27.01.2020;3684;2399;155
177;05.04.2019;4351;1886;2182
178;17.11.2019;4288;706;3099
179;02.03.2020;1245;1162;4329
180;10.11.2019;542;1905;4433
181;21.10.2019;3529;2017;1541
182;14.03.2020;1830;2500;1591
183;19.06.2019;4143;1191;4128
184;02.04.2019;3552;1318;1188
185;18.11.2019;4331;1194;2794
186;07.12.2019;451;1309;4416
187;04.12.2019;4962;607;2457
188;08.05.2019;3259;1810;2208
189;30.06.2019;416;1933;3878
190;29.10.2019;2169;510;4525
191;13.08.2019;2721;2460;3392
192;13.03.2020;2916;623;3916
193;04.10.2019;3382;769;131
194;05.10.2019;3759;2473;4999
195;14.03.2020;2269;964;1735
196;26.09.2019;449;1861;666
197;24.05.2019;75;876;276
198;15.09.2019;1848;820;1984
199;19.07.2019;2849;1043;2134
200;05.09.2019;3256;2114;385
201;01.10.2019;1908;1702;4517
202;03.09.2019;4154;1141;2133
203;04.07.2019;2406;1646;2588
204;26.09.2019;3763;996;3749
205;21.08.2019;2508;1865;1666
206;04.03.2020;4177;518;3313
207;13.01.2020;1919;798;739
208;23.11.2019;3724;1945;1321
209;14.05.2019;1333;1716;273
210;03.08.2019;234;805;292
211;05.03.2020;1131;2243;4661
212;06.09.2019;869;767;3225
213;25.07.2019;1163;1780;3156
214;06.09.2019;4132;1473;4911
215;20.09.2019;668;2136;3724
216;13.04.2019;4441;2264;2750
217;29.04.2019;3268;1585;4484
218;05.04.2019;4071;1182;3115
219;17.11.2019;1733;1369;4332
220;07.05.2019;4237;2096;54
221;06.05.2019;1065;1147;4267
222;27.06.2019;2832;1903;680
223;19.06.2019;4511;1967;4343
224;10.02.2020;4883;1669;3328
225;30.10.2019;4381;1824;4840
226;11.12.2019;1469;1499;853
227;19.07.2019;2835;1953;1818
228;31.01.2020;2691;978;1761
229;09.12.2019;3650;1614;3076
230;03.11.2019;2608;2372;1832
231;19.03.2020;2255;1333;4454
232;23.08.2019;4017;995;1117
233;25.02.2020;1328;1747;4091
234;10.12.2019;1870;2333;4344
235;09.01.2020;1509;2400;36
236;16.05.2019;1431;1485;2613
237;25.08.2019;3844;1207;1601
238;10.11.2019;1957;798;704
239;27.06.2019;4444;2324;1661
240;15.03.2020;3335;598;3981
241;20.04.2019;4266;1521;4611
242;24.06.2019;1301;1319;1346
243;19.11.2019;2744;1342;3620
244;02.09.2019;3416;2372;890
245;23.12.2019;1468;2046;86
246;21.01.2020;1672;900;3124
247;08.04.2019;1675;801;3441
248;21.03.2020;1241;807;2683
249;01.01.2020;3748;1775;796
250;17.02.2020;2147;1613;3142
251;29.02.2020;1596;1763;2122
252;22.03.2020;4631;2221;2464
253;28.12.2019;1233;822;3074
254;15.03.2020;2174;2328;1133
255;10.08.2019;4258;2330;1555
256;04.05.2019;425;1045;652
257;14.03.2020;4396;1986;4004
258;02.02.2020;1287;2388;4893
259;25.12.2019;1139;1069;2544
260;31.08.2019;2587;1539;335
261;22.06.2019;3811;2278;1116
262;06.03.2020;3407;1073;25
263;14.07.2019;3149;1968;3928
264;01.05.2019;3;836;3146
265;12.09.2019;833;1602;3141
266;26.04.2019;3285;1795;3100
267;14.02.2020;1631;609;2681
268;03.11.2019;2657;1752;1014
269;11.11.2019;4301;1764;2535
270;23.12.2019;111;1869;3275
271;16.05.2019;4857;1817;577
272;30.08.2019;90;1542;3605
273;30.07.2019;1793;1526;553
274;13.10.2019;2500;1220;3521
275;28.10.2019;4734;2124;2945
276;12.03.2020;3067;1389;1226
277;03.08.2019;1567;1281;257
278;19.03.2020;288;1450;2292
279;03.07.2019;618;2023;283
280;26.05.2019;4078;2034;3536
281;05.03.2020;678;1746;3495
282;15.06.2019;4198;1622;4526
283;29.01.2020;3735;1190;2560
284;13.02.2020;2552;2377;611
285;30.03.2019;372;1800;540
286;26.02.2020;3189;955;4136
287;04.07.2019;1637;1484;27
288;10.07.2019;2709;665;3592
289;30.11.2019;3331;1626;4435
290;29.09.2019;14;1342;1912
291;07.09.2019;2455;2409;2835
292;21.02.2020;1301;1846;504
293;07.08.2019;3747;1144;1575
294;06.09.2019;1429;1228;4631
295;20.02.2020;1371;1498;3037
296;23.02.2020;2954;1853;4922
297;18.12.2019;876;2419;115
298;13.05.2019;4457;1855;4059
299;05.09.2019;1016;2065;3132
300;02.12.2019;1776;1380;2206
301;05.10.2019;796;1969;2329
302;23.02.2020;3843;649;4980
303;18.10.2019;2965;594;846
304;21.10.2019;423;2276;3896
305;25.11.2019;4625;2149;4428
306;13.10.2019;4239;2181;1080
307;05.03.2020;1504;1258;2873
308;04.07.2019;4354;802;4735
309;10.12.2019;4082;1349;3483
310;09.08.2019;2628;1817;1448
311;28.06.2019;1265;2080;1217
312;01.08.2019;443;1980;4866
313;04.11.2019;2491;2032;3263
314;27.11.2019;4176;1363;396
315;15.12.2019;3469;1385;1190
316;28.11.2019;3334;1254;4039
317;27.07.2019;1531;2000;2200
318;11.10.2019;2514;1793;2512
319;27.04.2019;3094;2381;1683
320;23.06.2019;4903;641;3091
321;21.11.2019;4594;2233;1997
322;02.05.2019;787;739;3981
323;18.01.2020;1326;1755;3070
324;14.12.2019;1113;2240;3703
325;31.08.2019;1586;674;4657
326;26.04.2019;1733;1897;746
327;26.07.2019;3035;2274;647
328;26.07.2019;2752;2418;2854
329;14.11.2019;2995;809;773
330;11.07.2019;2714;1472;4060
331;04.01.2020;769;1399;4360
332;02.03.2020;1536;1323;3214
333;28.11.2019;3611;1241;3834
334;01.11.2019;3306;1365;4444
335;15.07.2019;4298;1506;3635
336;06.10.2019;2600;2180;2455
337;07.06.2019;1522;1297;3936
338;21.07.2019;1441;1580;2476
339;21.08.2019;581;1104;2331
340;18.02.2020;2373;1089;4715
341;20.08.2019;1095;1244;3030
342;07.12.2019;331;1625;2272
343;24.03.2020;4666;1298;3451
344;27.01.2020;699;754;3251
345;12.06.2019;4763;1126;4950
346;24.11.2019;2398;633;3745
347;09.09.2019;2311;578;239
348;28.07.2019;3162;1766;2569
349;01.11.2019;2352;844;1246
350;07.08.2019;1140;1536;3536
351;08.09.2019;976;2177;938
352;23.05.2019;1641;554;3672
353;20.07.2019;2320;711;91
354;13.05.2019;3311;513;4139
355;20.12.2019;3806;1618;3730
356;25.06.2019;2804;1456;2241
357;10.04.2019;1773;650;1188
358;17.04.2019;2950;1458;4484
359;02.03.2020;1743;2057;323
360;04.06.2019;1125;2463;382
361;23.07.2019;4873;2001;4840
362;06.04.2019;2713;1720;2387
363;29.06.2019;445;1791;330
364;25.12.2019;1315;2087;4184
365;24.09.2019;4405;1515;3186
366;22.07.2019;366;1414;631
367;24.04.2019;3098;2489;4974
368;30.09.2019;4031;2193;2063
369;26.02.2020;2467;1433;1489
370;01.03.2020;3583;2185;1748
371;14.02.2020;2754;2181;648
372;22.07.2019;1434;700;2404
373;13.06.2019;2609;1846;359
374;04.08.2019;2825;1651;3191
375;06.07.2019;3655;1266;4237
376;21.02.2020;1492;1979;4618
377;25.08.2019;3364;2035;4591
378;06.09.2019;3517;2369;669
379;07.03.2020;3560;2378;14
380;17.05.2019;1776;2169;3646
381;01.03.2020;1205;1652;1548
382;02.01.2020;2323;1716;505
383;29.03.2019;1506;884;385
384;30.11.2019;590;946;3954
385;21.12.2019;429;1048;3963
386;26.10.2019;2629;881;4615
387;24.01.2020;4658;1215;1719
388;15.09.2019;2539;2434;282
389;12.01.2020;4787;1954;1116
390;28.12.2019;760;1205;3117
391;24.06.2019;2937;1059;944
392;04.03.2020;3521;1610;3282
393;24.02.2020;3508;1995;2753
394;28.03.2020;2779;1525;3165
395;06.07.2019;966;1035;1166
396;21.03.2020;665;775;1932
397;10.03.2020;1579;2058;3733
398;11.01.2020;2428;1451;1915
399;29.04.2019;1523;2179;1713
400;01.11.2019;3353;1261;836
401;31.12.2019;4215;1360;501
402;15.03.2020;1738;2409;4535
403;15.11.2019;623;1115;1255
404;27.02.2020;3538;1949;4656
405;17.01.2020;4239;2397;4198
406;31.03.2019;1611;1307;3727
407;01.03.2020;4918;1370;101
408;02.05.2019;419;864;4454
409;13.09.2019;3648;1117;1830
410;30.06.2019;4544;1016;242
411;08.04.2019;1463;1129;4246
412;26.02.2020;4680;543;899
413;19.12.2019;4018;2494;945
414;10.03.2020;623;715;2420
415;08.11.2019;1633;2108;610
416;28.06.2019;3911;1377;1285
417;31.07.2019;3126;1692;1036
418;07.04.2019;4032;1417;2530
419;08.09.2019;2630;2441;4502
420;06.06.2019;1315;2411;430
421;18.11.2019;2883;1026;4264
422;04.01.2020;2135;2296;3090
423;18.07.2019;4440;2007;3435
424;02.01.2020;1599;895;4541
425;22.08.2019;1146;1275;1150
426;14.09.2019;3073;1333;2661
427;28.06.2019;4760;2376;1302
428;21.06.2019;2704;1216;3500
429;24.09.2019;3191;2432;3487
430;05.03.2020;2828;1801;1490
431;18.06.2019;4951;2075;1071
432;31.08.2019;3833;2348;4313
433;19.04.2019;2205;2326;4436
434;06.02.2020;4684;937;3011
435;04.11.2019;2997;1519;4104
436;21.08.2019;2947;2017;211
437;23.07.2019;1643;1833;3425
438;02.10.2019;3341;2204;1398
439;01.06.2019;4430;1509;2313
440;02.07.2019;2792;1262;827
441;12.05.2019;2444;1270;323
442;26.06.2019;3418;870;3122
443;19.12.2019;1700;736;4349
444;06.10.2019;1800;1755;1241
445;04.07.2019;3055;894;3668
446;27.01.2020;3647;2483;2649
447;01.02.2020;233;1852;2734
448;09.08.2019;3580;2426;922
449;20.11.2019;2644;1239;1118
450;12.12.2019;2317;1145;4472
451;27.06.2019;2106;594;4110
452;08.02.2020;4594;1011;1523
453;01.09.2019;1993;1224;3499
454;03.12.2019;2587;946;1967
455;28.11.2019;1175;1912;584
456;16.09.2019;4406;1822;1053
457;12.06.2019;50;1861;4913
458;30.05.2019;4909;2250;4018
459;05.11.2019;3136;1258;2301
460;03.06.2019;3866;690;1550
461;03.09.2019;169;1291;426
462;13.11.2019;1125;2256;2632
463;17.05.2019;2085;938;59
464;31.10.2019;2739;620;4563
465;19.06.2019;610;989;4975
466;30.07.2019;3512;2317;444
467;23.12.2019;3398;1791;151
468;16.10.2019;4327;1267;1747
469;19.09.2019;4501;760;942
470;05.04.2019;3818;1450;494
471;11.11.2019;596;2195;3246
472;16.09.2019;1647;1114;475
473;29.07.2019;3202;1518;1913
474;02.03.2020;3767;2165;3433
475;04.07.2019;2715;2436;3479
476;21.10.2019;4464;2111;4021
477;04.12.2019;1630;2254;1938
478;10.11.2019;4469;842;47
479;05.01.2020;2315;2041;3872
480;09.02.2020;2230;1206;1061
481;21.08.2019;2624;999;1429
482;09.10.2019;862;550;1479
483;15.08.2019;2151;2127;3656
484;17.11.2019;723;1245;2363
485;21.05.2019;3936;1165;1302
486;13.05.2019;4329;1731;1251
487;11.06.2019;1731;1417;3129
488;14.03.2020;4784;965;3001
489;12.02.2020;2757;1756;3744
490;26.09.2019;2243;2100;2338
491;09.01.2020;1439;669;746
492;18.03.2020;2673;1013;2167
493;25.05.2019;1425;805;727
494;22.01.2020;1376;652;661
495;05.10.2019;1027;2403;4738
496;31.10.2019;1483;2152;2575
497;29.05.2019;1277;2431;1700
498;19.05.2019;2130;1692;851
499;22.11.2019;4831;1748;4449
500;11.03.2020;2450;532;4178
501;23.03.2020;403;943;4053
502;03.02.2020;1263;610;330
503;11.08.2019;4946;1161;592
504;03.08.2019;3488;704;1166
505;24.09.2019;1921;1107;172
506;31.01.2020;4344;1861;4907
507;04.07.2019;1873;577;3261
508;14.06.2019;2294;1606;4949
509;20.01.2020;834;2160;2495
510;28.03.2020;2820;1143;3042
511;28.01.2020;1227;1216;4273
512;03.08.2019;400;1132;2792
513;21.04.2019;3471;1563;3286
514;28.04.2019;718;890;4654
515;21.03.2020;1371;2326;3756
516;12.10.2019;1929;1581;2187
517;23.09.2019;18;557;2743
518;01.08.2019;83;1037;4588
519;16.03.2020;4927;2040;2037
520;09.05.2019;3506;2406;341
521;30.06.2019;2478;2426;3343
522;09.05.2019;563;1611;4443
523;04.04.2019;1674;624;1619
524;02.02.2020;2252;1854;2459
525;06.11.2019;4736;2262;2020
526;01.03.2020;2692;897;4926
527;11.05.2019;1497;766;2772
528;05.02.2020;834;1193;3835
529;17.11.2019;3853;1366;553
530;18.12.2019;3863;821;2204
531;26.11.2019;4250;760;1375
532;03.10.2019;1284;1302;2424
533;19.06.2019;3704;1402;4859
534;02.12.2019;3207;2193;4239
535;05.06.2019;4965;1457;1030
536;04.05.2019;4208;669;2057
537;14.09.2019;1398;2142;1339
538;20.03.2020;2865;1959;2286
539;13.12.2019;1031;568;130
540;21.07.2019;2486;1103;2988
541;15.06.2019;2535;2037;3960
542;03.12.2019;841;2435;4562
543;09.09.2019;4027;1868;171
544;25.02.2020;4191;2307;109
545;14.01.2020;4353;2005;3835
546;15.01.2020;626;902;3290
547;16.05.2019;4599;2200;3451
548;20.02.2020;4891;2374;2671
549;14.07.2019;2518;1248;358
550;14.06.2019;2017;956;2338
551;10.09.2019;2531;1556;135
552;08.05.2019;3674;1397;1304
553;16.06.2019;2053;1144;4094
554;11.03.2020;1526;923;4415
555;17.07.2019;3391;1941;518
556;13.05.2019;3773;2141;4895
557;18.02.2020;2942;785;3271
558;27.01.2020;810;1611;1427
559;26.09.2019;2696;646;1821
560;13.05.2019;3772;1228;2170
561;28.09.2019;4116;1098;3346
562;08.05.2019;3259;1764;2655
563;09.04.2019;2187;1275;3589
564;10.03.2020;3112;2061;912
565;14.06.2019;4847;1169;3873
566;11.03.2020;4146;548;4083
567;16.07.2019;1943;1710;659
568;22.11.2019;431;619;925
569;10.07.2019;4449;1017;3150
570;01.05.2019;3011;1024;1510
571;20.10.2019;4817;1597;4641
572;25.03.2020;4492;1128;29
573;04.08.2019;1277;864;411
574;05.08.2019;1766;2444;3930
575;31.12.2019;2111;1878;2768
576;06.04.2019;1564;1911;168
577;11.04.2019;4920;1165;670
578;28.12.2019;2996;1759;2057
579;06.05.2019;863;2329;3671
580;14.01.2020;3341;1318;3740
581;11.12.2019;1798;2202;2954
582;01.02.2020;321;2185;4274
583;25.09.2019;2449;1628;4655
584;04.01.2020;2170;1514;1455
585;22.02.2020;146;2145;3678
586;08.10.2019;1575;1956;4456
587;21.08.2019;3719;1984;1331
588;25.12.2019;3284;2420;1628
589;25.01.2020;3192;988;4458
590;07.11.2019;2115;724;2855
591;12.05.2019;4163;889;408
592;25.03.2020;3423;2492;1636
593;07.12.2019;4054;524;3579
594;14.08.2019;4611;1475;1849
595;20.05.2019;2915;1521;3950
596;23.07.2019;2867;1269;1275
597;19.03.2020;3990;1178;4795
598;31.10.2019;1269;1984;1544
599;11.03.2020;4246;620;3230
600;27.09.2019;651;1038;1820
601;02.04.2019;670;1678;2982
602;19.11.2019;689;1393;3893
603;21.02.2020;3775;1408;1582
604;26.12.2019;4588;696;988
605;20.12.2019;1997;1151;232
606;13.03.2020;798;2053;531
607;25.08.2019;2549;825;3071
608;16.03.2020;4764;1594;4393
609;23.08.2019;4555;1949;4915
610;28.06.2019;3142;1653;4996
611;13.01.2020;4824;2468;1110
612;28.06.2019;3244;2395;1504
613;25.03.2020;3575;1609;2320
614;02.09.2019;2759;601;3779
615;19.03.2020;1397;938;2450
616;21.07.2019;3244;2147;2064
617;13.06.2019;1498;2068;252
618;06.10.2019;4838;2029;2224
619;12.06.2019;1473;790;2122
620;17.08.2019;3983;660;909
621;07.02.2020;1722;1447;1105
622;27.03.2020;4324;1497;1481
623;02.03.2020;377;564;477
624;19.06.2019;2515;2269;3930
625;28.05.2019;3321;1391;479
626;06.12.2019;2871;2461;846
627;26.11.2019;2396;849;1819
628;23.12.2019;2194;900;3449
629;09.03.2020;3200;2326;3157
630;06.06.2019;1338;1972;1123
631;16.08.2019;466;1692;2574
632;22.08.2019;151;2472;1326
633;09.02.2020;4534;1762;4966
634;12.06.2019;1559;1111;4017
635;27.07.2019;2480;1050;1790
636;24.03.2020;588;1860;3505
637;07.09.2019;4176;2309;1237
638;28.02.2020;4847;630;942
639;09.12.2019;1942;1965;1087
640;11.03.2020;1824;2336;3859
641;10.07.2019;4432;1161;1382
642;02.07.2019;613;562;4132
643;28.01.2020;3442;1275;4027
644;24.04.2019;3413;2240;1494
645;07.11.2019;4349;1296;3790
646;19.04.2019;3931;1343;4394
647;20.06.2019;4137;2000;4180
648;06.11.2019;2156;2415;1257
649;10.07.2019;4618;1685;3926
650;04.02.2020;2572;2474;416
651;14.07.2019;2960;1442;2107
652;10.12.2019;4193;631;3956
653;04.09.2019;1039;2065;3335
654;07.09.2019;1360;2257;623
655;30.06.2019;353;871;645
656;19.12.2019;1679;2383;931
657;25.11.2019;3868;2101;2352
658;02.12.2019;4856;749;998
659;11.05.2019;1540;1045;2337
660;19.01.2020;3834;1635;2185
661;10.01.2020;1627;2110;2090
662;08.12.2019;4438;1532;4968
663;06.12.2019;3274;1107;1349
664;06.11.2019;3475;1468;180
665;18.03.2020;1906;1109;4550
666;26.06.2019;4810;1969;1738
667;30.09.2019;1929;1392;4619
668;31.03.2019;2054;2301;3602
669;26.02.2020;1908;1230;3965
670;29.08.2019;4178;776;338
671;20.03.2020;2662;2222;3690
672;09.04.2019;598;1735;3395
673;11.07.2019;1151;1475;1166
674;30.07.2019;1328;2277;3013
675;30.01.2020;4198;1981;4256
676;15.10.2019;1017;739;2208
677;15.04.2019;2368;1608;1292
678;08.04.2019;596;610;688
679;20.02.2020;2931;701;4336
680;08.07.2019;326;1580;3632
681;20.04.2019;809;1141;688
682;31.01.2020;1246;2086;2069
683;28.04.2019;1049;1520;4534
684;12.07.2019;3281;2326;2300
685;02.06.2019;3797;1907;2498
686;02.09.2019;1091;1442;73
687;17.03.2020;884;1304;842
688;16.09.2019;4857;1721;3070
689;24.09.2019;2777;897;4582
690;07.04.2019;1472;1300;1314
691;15.01.2020;2503;1480;2308
692;29.01.2020;4570;1193;3230
693;21.11.2019;3107;736;3493
694;09.04.2019;224;1132;873
695;20.12.2019;1061;1160;299
696;01.11.2019;4280;752;1837
697;08.03.2020;2063;1361;665
698;27.10.2019;962;1209;751
699;24.03.2020;4795;1838;1497
700;15.03.2020;4404;2024;3882
701;28.05.2019;3496;1044;451
702;04.11.2019;3753;1421;1008
703;28.05.2019;3031;747;189
704;10.02.2020;3218;2414;4198
705;01.12.2019;4124;1646;4743
706;28.10.2019;4408;1990;28
707;23.07.2019;4126;2435;1297
708;13.03.2020;3850;2370;4903
709;28.05.2019;903;2486;3707
710;06.12.2019;3082;2478;3848
711;05.11.2019;2900;1058;2483
712;10.10.2019;4135;849;1862
713;11.03.2020;451;1959;1990
714;07.09.2019;3495;2460;87
715;20.06.2019;3039;1067;722
716;08.08.2019;4153;1021;368
717;09.05.2019;4813;1277;760
718;09.07.2019;4989;2370;4624
719;24.07.2019;4162;969;2042
720;10.04.2019;3098;711;3197
721;05.11.2019;2280;1228;481
722;28.08.2019;1388;583;571
723;07.04.2019;1153;1943;884
724;15.06.2019;2690;775;1156
725;27.02.2020;1151;818;2699
726;21.04.2019;1478;2498;3357
727;16.06.2019;823;2115;3828
728;25.07.2019;1115;1593;1617
729;28.01.2020;2348;1157;470
730;15.06.2019;1958;539;107
731;18.10.2019;3535;1551;3212
732;18.01.2020;2035;2429;3770
733;26.10.2019;1811;1248;3258
734;20.03.2020;1081;1483;144
735;19.03.2020;167;1462;1245
736;18.07.2019;389;1341;4673
737;09.02.2020;3158;558;2974
738;01.03.2020;3580;882;3773
739;12.03.2020;4021;2411;4131
740;26.02.2020;1989;1873;4391
741;26.07.2019;1049;868;3977
742;13.08.2019;4244;823;3808
743;05.08.2019;1882;2224;916
744;18.08.2019;4934;2400;1025
745;09.09.2019;1611;1835;869
746;07.12.2019;2264;612;1464
747;28.06.2019;1295;1527;853
748;12.07.2019;3890;2052;914
749;31.12.2019;881;1211;3830
750;17.02.2020;1483;2363;2982
751;27.02.2020;537;1955;3149
752;11.04.2019;1699;2200;1581
753;12.06.2019;3138;1681;2309
754;28.01.2020;3557;1070;2246
755;05.09.2019;364;1367;4469
756;22.09.2019;1716;1568;1915
757;14.09.2019;4635;2061;4376
758;04.06.2019;2449;1865;2039
759;09.11.2019;1388;1295;962
760;28.07.2019;904;1594;4637
761;31.01.2020;1878;1947;4705
762;30.01.2020;36;2377;4997
763;09.01.2020;3002;919;153
764;01.04.2019;30;919;3603
765;17.08.2019;3215;526;4581
766;01.05.2019;3857;853;3471
767;03.12.2019;1831;2426;4714
768;08.02.2020;2837;1860;4213
769;15.08.2019;631;1086;472
770;23.07.2019;2971;1473;4530
771;02.09.2019;3938;1901;2610
772;14.07.2019;132;971;4515
773;24.06.2019;42;2389;4689
774;26.09.2019;2874;795;4810
775;22.11.2019;4915;1778;1322
776;19.03.2020;2047;587;3452
777;05.03.2020;1328;2281;3557
778;18.04.2019;3183;537;4201
779;04.08.2019;1606;1787;3755
780;31.10.2019;97;1585;590
781;28.12.2019;4037;1272;3950
782;30.09.2019;3108;1806;3801
783;11.05.2019;2705;1967;1049
784;16.03.2020;1983;1966;1394
785;11.09.2019;4855;2276;708
786;01.01.2020;1214;1469;2003
787;21.11.2019;4118;1484;1054
788;31.01.2020;3741;915;4150
789;21.05.2019;3195;1099;427
790;29.08.2019;4147;2188;3044
791;16.04.2019;3190;873;4605
792;22.11.2019;2284;722;914
793;27.08.2019;132;1055;4543
794;12.05.2019;1251;1471;3369
795;29.03.2019;2731;557;2360
796;29.03.2019;1464;1179;4041
797;29.05.2019;3739;2339;2101
798;19.12.2019;164;1277;3393
799;14.04.2019;1178;871;3824
800;05.09.2019;2032;1281;4876
801;04.03.2020;1060;1441;4892
802;25.02.2020;2763;1249;42
803;30.04.2019;3967;2456;2121
804;03.05.2019;4761;1654;2595
