85;Just pure notes of spice;23.48;27.48;0;0;0;8 oz;2;1;23
86;From Rio;25.99;30.99;0;0;0;24 oz;2;5;11
87;Flakey and buttery;21.0;23.0;0;1;0;single;5;6;18
88;Flakey and buttery;12.19;18.19;1;0;1;24 oz;5;8;17
89;Little bit of spice;8.02;16.02;1;0;0;8 oz;3;3;7
90;Flakey and buttery;10.81;18.81;0;0;1;8 oz;2;9;29
91;Just pure notes of spice;20.14;28.14;0;1;0;24 oz;2;5;21
92;From Rio;6.13;10.13;1;0;0;single;5;4;2
93;Just pure notes of spice;27.72;36.72;0;1;0;single;2;7;21
94;Little bit of spice;14.6;16.6;1;1;1;16 oz;2;6;1
95;Crunch!;20.23;27.23;1;1;0;24 oz;1;3;31
96;From Rio;6.05;8.05;0;0;1;24 oz;1;8;23
97;Crunch!;15.63;24.63;0;1;0;single;5;3;24
98;Little bit of spice;10.06;14.06;1;0;0;single;3;6;10
99;From Rio;9.33;19.33;0;1;0;24 oz;2;3;2
100;Crunch!;22.91;27.91;0;0;1;8 oz;1;6;19
101;Flakey and buttery;19.98;21.98;0;1;0;1 lb;3;7;21
102;Little bit of spice;10.02;19.02;0;0;1;1 lb;5;2;23
103;Little bit of spice;6.77;13.77;1;0;0;8 oz;1;1;28
104;Crunch!;6.25;14.25;0;0;1;16 oz;3;2;30
105;Little bit of spice;20.85;24.85;1;1;1;single;4;4;16
106;Crunch!;16.05;26.05;0;0;1;8 oz;3;9;29
107;Crunch!;26.85;32.85;1;0;0;1 lb;1;3;18
108;Crunch!;27.27;35.27;1;0;0;16 oz;2;4;9
109;Little bit of spice;18.31;23.31;1;1;0;1 lb;3;7;14
110;Flakey and buttery;15.82;25.82;0;0;0;1 lb;3;6;2
111;Crunch!;21.11;26.11;0;1;0;16 oz;1;9;2
112;Crunch!;23.75;33.75;1;1;1;8 oz;4;2;23
113;Little bit of spice;26.59;28.59;0;0;0;8 oz;5;4;1
114;Just pure notes of spice;19.37;21.37;1;0;1;single;4;1;6
115;From Rio;6.06;12.06;0;1;1;single;2;3;26
116;Little bit of spice;9.16;15.16;1;0;1;16 oz;1;3;6
117;Little bit of spice;9.98;12.98;1;1;1;single;5;8;3
118;Crunch!;22.23;30.23;1;1;0;24 oz;3;7;7
119;Crunch!;11.76;21.76;0;1;1;single;3;3;2
120;Just pure notes of spice;10.73;19.73;1;0;0;single;3;2;28
121;Just pure notes of spice;20.02;22.02;0;0;0;16 oz;3;1;13
122;Just pure notes of spice;28.5;35.5;0;0;0;24 oz;4;4;3
123;From Rio;22.13;31.13;1;1;1;8 oz;2;2;1
124;From Rio;16.04;26.04;1;1;0;1 lb;1;2;7
125;Just pure notes of spice;29.06;33.06;0;1;0;16 oz;5;6;26
126;From Rio;25.0;29.0;0;0;0;16 oz;2;6;17
127;From Rio;10.76;14.76;0;1;1;single;4;2;28
128;Little bit of spice;28.55;31.55;1;0;1;8 oz;5;8;18
129;Little bit of spice;9.31;19.31;1;1;0;single;4;6;15
130;Little bit of spice;22.12;29.12;1;1;1;16 oz;5;3;21
131;Crunch!;20.49;29.49;1;1;0;1 lb;4;3;19
132;Just pure notes of spice;23.49;30.49;0;0;1;8 oz;1;2;13
133;Just pure notes of spice;26.68;30.68;0;1;0;16 oz;5;6;10
134;From Rio;16.94;20.94;1;0;1;single;3;7;24
135;Flakey and buttery;14.85;18.85;1;1;0;24 oz;1;1;24
136;Little bit of spice;10.93;14.93;1;0;0;24 oz;2;2;27
137;Little bit of spice;23.93;33.93;0;1;0;16 oz;5;6;16
138;Flakey and buttery;28.41;32.41;1;1;0;16 oz;2;1;11
139;Crunch!;14.33;23.33;0;1;0;16 oz;3;7;24
140;Little bit of spice;13.74;17.74;1;1;1;1 lb;3;1;27
141;Flakey and buttery;17.02;20.02;0;0;0;single;4;8;22
142;Crunch!;24.95;26.95;1;0;0;16 oz;3;5;20
143;From Rio;19.63;24.63;0;1;0;1 lb;2;8;29
144;Just pure notes of spice;16.36;24.36;0;0;1;16 oz;1;6;17
145;Little bit of spice;29.69;31.69;0;1;1;16 oz;3;2;22
146;From Rio;19.75;22.75;0;1;0;24 oz;5;4;30
147;From Rio;14.24;24.24;1;1;0;single;3;3;9
148;Just pure notes of spice;25.45;33.45;0;1;0;8 oz;2;5;15
149;Just pure notes of spice;20.52;30.52;0;1;1;1 lb;1;4;4
150;Flakey and buttery;16.35;23.35;0;1;1;1 lb;5;4;3
151;Just pure notes of spice;11.04;17.04;1;0;0;16 oz;2;4;15
152;Just pure notes of spice;23.44;26.44;0;0;1;16 oz;5;4;17
153;Just pure notes of spice;25.81;28.81;1;1;0;1 lb;3;5;30
154;Flakey and buttery;18.59;20.59;1;1;0;8 oz;3;5;8
155;Little bit of spice;10.83;12.83;0;1;0;1 lb;5;3;27
156;Crunch!;6.74;9.74;1;1;0;8 oz;1;5;16
157;Crunch!;19.93;21.93;0;1;1;single;1;5;16
158;Crunch!;26.96;31.96;1;0;0;16 oz;4;7;28
159;Flakey and buttery;8.69;11.69;1;1;0;24 oz;4;4;28
160;From Rio;11.07;19.07;0;0;1;single;1;6;2
161;Little bit of spice;12.67;17.67;1;0;1;single;1;5;26
162;Crunch!;24.98;27.98;1;1;0;8 oz;4;5;3
163;Crunch!;8.37;10.37;0;1;0;8 oz;5;5;7
164;Just pure notes of spice;15.15;25.15;0;1;1;1 lb;1;9;14
165;Just pure notes of spice;11.12;17.12;0;0;1;24 oz;5;2;17
166;Flakey and buttery;19.31;26.31;1;1;0;1 lb;4;1;23
167;Flakey and buttery;14.22;18.22;1;1;1;8 oz;2;5;20
168;Little bit of spice;20.04;28.04;1;1;0;16 oz;4;9;4
169;Just pure notes of spice;26.57;30.57;1;1;1;1 lb;1;2;1
170;Crunch!;11.5;15.5;0;0;1;single;4;1;14
171;From Rio;9.24;15.24;1;0;1;24 oz;3;3;25
172;Little bit of spice;18.22;27.22;1;0;1;24 oz;3;1;18
173;Little bit of spice;29.93;35.93;0;0;0;1 lb;2;7;8
174;Flakey and buttery;9.05;14.05;0;0;1;single;1;3;21
175;Flakey and buttery;14.3;21.3;0;1;1;8 oz;1;7;31
176;From Rio;16.42;19.42;0;0;1;8 oz;1;8;23
177;Flakey and buttery;28.73;32.73;0;1;1;1 lb;3;5;15
178;Flakey and buttery;23.52;29.52;0;0;0;8 oz;4;4;1
179;From Rio;12.86;18.86;0;1;1;24 oz;4;9;11
180;Flakey and buttery;5.52;13.52;0;0;0;single;4;1;23
181;Just pure notes of spice;11.94;14.94;1;0;0;1 lb;2;5;12
182;Little bit of spice;9.47;13.47;1;0;0;16 oz;4;4;13
183;Just pure notes of spice;28.18;30.18;1;1;1;8 oz;2;3;9
184;Little bit of spice;9.01;14.01;0;0;1;16 oz;5;2;8
185;Little bit of spice;13.83;16.83;0;0;0;8 oz;3;9;21
186;Flakey and buttery;13.08;15.08;0;0;0;16 oz;2;3;3
187;Just pure notes of spice;19.13;22.13;1;1;0;8 oz;5;5;19
188;Just pure notes of spice;18.74;21.74;0;0;1;single;5;6;12
189;Crunch!;17.6;20.6;0;1;0;24 oz;1;7;10
190;From Rio;28.88;31.88;1;0;1;24 oz;3;1;24
191;Flakey and buttery;18.66;23.66;0;0;0;24 oz;3;1;16
192;Flakey and buttery;7.57;17.57;1;0;1;16 oz;4;5;4
193;From Rio;19.32;24.32;1;0;0;16 oz;4;8;19
194;Crunch!;12.47;21.47;0;1;0;24 oz;5;3;28
195;Flakey and buttery;15.4;23.4;1;1;0;1 lb;3;1;3
196;Crunch!;13.1;17.1;0;1;0;8 oz;2;9;20
197;Just pure notes of spice;16.32;18.32;1;0;0;8 oz;4;1;17
198;Flakey and buttery;21.21;31.21;1;0;0;8 oz;5;8;21
199;Just pure notes of spice;16.02;25.02;0;1;0;8 oz;3;9;3
200;From Rio;22.36;30.36;1;1;0;24 oz;3;5;25
201;Crunch!;22.92;25.92;0;1;1;single;4;3;22
202;Little bit of spice;6.47;15.47;0;1;1;single;5;1;28
203;Just pure notes of spice;15.3;25.3;0;0;1;16 oz;3;6;23
204;Flakey and buttery;9.21;18.21;0;1;1;8 oz;1;9;29
205;Flakey and buttery;28.64;30.64;1;1;0;24 oz;5;4;9
206;Just pure notes of spice;23.08;31.08;1;1;0;24 oz;3;9;16
207;Little bit of spice;27.88;32.88;1;1;0;16 oz;2;6;19
208;From Rio;23.59;33.59;0;0;0;16 oz;1;2;20
209;Flakey and buttery;11.94;16.94;1;1;0;single;4;8;17
210;From Rio;26.26;29.26;1;0;0;single;3;5;13
211;Just pure notes of spice;15.7;23.7;1;1;1;8 oz;2;1;24
212;From Rio;18.97;21.97;0;0;0;single;4;2;5
213;Little bit of spice;20.88;24.88;1;1;0;8 oz;5;4;27
214;Just pure notes of spice;13.27;23.27;0;0;0;8 oz;3;8;6
215;From Rio;26.13;32.13;1;0;1;8 oz;5;6;28
216;Little bit of spice;27.36;37.36;0;0;0;24 oz;5;5;20
217;Flakey and buttery;16.46;19.46;0;0;1;single;2;9;22
218;Flakey and buttery;7.2;17.2;0;1;0;8 oz;1;6;20
219;Crunch!;29.52;32.52;0;1;0;single;3;5;17
220;Crunch!;25.21;35.21;0;1;0;single;4;5;16
221;Flakey and buttery;10.04;13.04;0;1;1;24 oz;2;1;20
222;Flakey and buttery;5.43;8.43;0;1;0;1 lb;2;8;5
223;Crunch!;23.54;32.54;0;0;0;1 lb;5;8;4
224;From Rio;13.14;23.14;0;0;1;24 oz;4;2;22
225;From Rio;6.36;14.36;0;1;1;1 lb;5;4;14
226;From Rio;19.71;23.71;0;1;0;24 oz;4;4;30
227;Flakey and buttery;24.06;29.06;1;0;0;24 oz;1;6;9
228;Flakey and buttery;22.16;25.16;0;0;1;8 oz;2;8;10
229;From Rio;15.31;17.31;1;0;0;8 oz;2;8;16
230;Little bit of spice;10.0;19.0;1;0;1;24 oz;4;4;4
231;Flakey and buttery;18.86;26.86;1;0;1;8 oz;1;1;22
232;Flakey and buttery;28.98;34.98;1;0;0;1 lb;5;9;25
233;Just pure notes of spice;24.72;29.72;0;1;1;8 oz;4;9;11
234;Flakey and buttery;22.89;30.89;1;1;1;1 lb;3;2;26
235;Flakey and buttery;14.8;19.8;1;1;1;8 oz;4;4;27
236;Flakey and buttery;29.49;32.49;1;0;0;1 lb;2;2;2
237;Flakey and buttery;8.35;10.35;1;1;1;8 oz;5;2;17
238;Crunch!;20.59;26.59;1;1;1;16 oz;4;2;2
239;Just pure notes of spice;29.89;32.89;1;0;0;8 oz;5;6;27
240;Flakey and buttery;5.89;12.89;0;0;0;24 oz;3;6;9
241;Little bit of spice;7.6;15.6;0;0;0;1 lb;2;2;26
242;From Rio;20.64;26.64;1;1;1;1 lb;5;3;8
243;From Rio;23.71;29.71;0;0;1;1 lb;1;5;14
244;Flakey and buttery;27.32;31.32;1;0;1;1 lb;1;6;2
245;Crunch!;9.02;18.02;0;0;1;1 lb;5;2;27
246;From Rio;26.42;31.42;1;0;1;8 oz;5;2;20
247;From Rio;17.7;21.7;1;0;0;8 oz;3;6;13
248;Flakey and buttery;5.57;14.57;0;0;0;single;3;4;20
249;Flakey and buttery;21.43;25.43;0;1;1;16 oz;1;2;30
250;Flakey and buttery;26.32;29.32;1;1;0;single;4;6;3
251;Flakey and buttery;23.43;30.43;1;0;0;24 oz;3;7;4
252;Just pure notes of spice;22.05;30.05;0;0;0;24 oz;2;3;27
253;From Rio;5.72;8.72;0;1;1;1 lb;5;9;26
254;Just pure notes of spice;27.72;30.72;1;0;0;16 oz;3;9;30
255;Crunch!;12.1;18.1;0;1;0;24 oz;4;6;15
256;Flakey and buttery;7.36;11.36;1;0;1;24 oz;3;6;10
257;From Rio;20.27;28.27;1;1;1;single;1;8;7
258;Flakey and buttery;15.14;17.14;0;0;0;8 oz;1;8;14
259;From Rio;20.76;27.76;0;1;0;16 oz;4;6;28
260;Flakey and buttery;13.43;19.43;1;1;0;16 oz;2;2;10
261;Just pure notes of spice;8.15;14.15;1;0;0;8 oz;2;6;18
262;Just pure notes of spice;23.92;33.92;0;1;1;single;2;4;10
263;From Rio;29.05;34.05;1;0;1;single;1;5;17
264;Little bit of spice;5.47;15.47;0;0;1;8 oz;3;9;21
265;Crunch!;26.14;34.14;1;0;0;single;5;4;13
266;Just pure notes of spice;5.69;13.69;0;0;0;1 lb;5;5;27
267;From Rio;12.72;19.72;1;1;0;8 oz;4;3;31
268;Crunch!;7.9;12.9;0;0;0;single;2;5;26
269;Crunch!;28.74;31.74;0;1;0;16 oz;2;3;2
270;Little bit of spice;5.78;15.78;1;0;1;16 oz;2;3;6
271;Just pure notes of spice;18.66;25.66;1;1;1;16 oz;2;3;16
272;Just pure notes of spice;18.46;27.46;0;0;0;16 oz;4;1;21
273;Little bit of spice;13.5;18.5;0;1;0;24 oz;4;5;2
274;Just pure notes of spice;22.34;28.34;0;1;1;1 lb;1;9;16
275;Just pure notes of spice;5.25;10.25;0;1;0;16 oz;5;4;11
276;Just pure notes of spice;7.85;9.85;0;1;0;24 oz;1;4;19
277;Crunch!;24.06;32.06;1;1;0;24 oz;2;8;4
278;Little bit of spice;7.39;17.39;1;1;1;8 oz;4;4;27
279;From Rio;27.47;32.47;0;1;1;single;5;7;27
280;Just pure notes of spice;19.55;29.55;0;0;0;16 oz;3;2;6
281;Little bit of spice;19.15;23.15;1;0;0;1 lb;2;6;29
282;Flakey and buttery;28.72;38.72;0;0;0;single;5;2;17
283;Just pure notes of spice;11.02;15.02;0;0;0;single;3;8;24
284;Crunch!;24.44;26.44;1;0;1;8 oz;4;4;12
285;Flakey and buttery;29.38;32.38;1;0;0;single;4;3;9
286;Just pure notes of spice;10.56;12.56;1;0;1;16 oz;4;7;8
287;From Rio;28.94;34.94;1;1;0;single;4;6;6
288;Little bit of spice;17.45;27.45;0;1;1;24 oz;3;8;18
289;Flakey and buttery;29.27;31.27;0;0;0;24 oz;4;5;5
290;Flakey and buttery;19.37;24.37;1;0;1;single;3;2;23
291;Crunch!;10.09;16.09;0;1;1;single;4;7;16
292;Just pure notes of spice;6.77;13.77;1;0;0;single;1;9;31
293;Little bit of spice;15.29;17.29;0;1;1;single;3;8;15
294;Flakey and buttery;11.94;16.94;0;0;1;single;5;7;11
295;Little bit of spice;10.93;15.93;1;0;1;24 oz;3;7;22
296;From Rio;25.25;32.25;1;1;0;single;2;6;6
297;Crunch!;13.86;15.86;0;0;0;24 oz;3;6;19
298;Flakey and buttery;26.17;28.17;1;0;1;8 oz;2;1;3
299;Little bit of spice;28.94;34.94;1;1;1;24 oz;2;2;23
300;From Rio;28.15;35.15;0;1;1;1 lb;1;1;30
301;Little bit of spice;6.87;16.87;1;1;1;24 oz;5;2;8
302;Just pure notes of spice;29.89;33.89;0;0;0;16 oz;4;6;12
303;Crunch!;18.4;28.4;1;1;0;single;3;6;16
304;From Rio;9.16;19.16;1;0;0;1 lb;4;3;5
305;Just pure notes of spice;16.23;19.23;0;1;0;16 oz;3;2;10
306;Crunch!;14.21;17.21;1;0;0;8 oz;2;9;15
307;Crunch!;23.56;30.56;0;0;0;16 oz;1;8;5
308;Just pure notes of spice;15.01;20.01;0;1;1;16 oz;1;5;11
309;Just pure notes of spice;5.05;12.05;0;0;0;8 oz;4;7;31
310;From Rio;8.03;17.03;1;0;0;1 lb;1;8;16
311;From Rio;24.27;26.27;0;0;0;8 oz;1;7;24
312;Flakey and buttery;19.0;23.0;0;0;1;8 oz;5;5;16
313;Just pure notes of spice;11.02;21.02;0;1;0;8 oz;1;1;27
314;Crunch!;15.76;20.76;1;0;0;8 oz;1;4;9
315;Just pure notes of spice;25.29;27.29;0;0;0;24 oz;5;4;17
316;Little bit of spice;23.12;30.12;0;0;1;1 lb;3;2;27
317;Crunch!;28.46;31.46;1;1;1;24 oz;2;4;28
318;Little bit of spice;5.03;11.03;1;0;1;1 lb;5;7;7
319;Flakey and buttery;14.04;21.04;0;1;1;single;5;5;29
320;Just pure notes of spice;22.45;25.45;0;1;0;24 oz;1;3;4
321;Little bit of spice;5.67;9.67;0;1;1;single;1;5;24
322;From Rio;25.93;29.93;0;0;0;16 oz;5;1;4
323;Crunch!;12.94;15.94;0;1;0;single;5;5;13
324;Little bit of spice;24.14;31.14;1;1;1;16 oz;1;2;10
325;From Rio;20.45;30.45;0;1;0;single;2;5;14
326;Little bit of spice;20.72;30.72;0;0;0;1 lb;4;6;26
327;Just pure notes of spice;22.57;30.57;1;1;0;24 oz;5;4;16
328;Crunch!;16.92;23.92;0;0;1;16 oz;4;2;3
329;Just pure notes of spice;12.98;19.98;1;0;0;8 oz;1;6;12
330;Flakey and buttery;28.2;35.2;0;0;0;16 oz;5;7;3
331;Little bit of spice;9.57;19.57;1;0;1;8 oz;3;1;17
332;From Rio;28.79;31.79;1;0;1;single;2;6;11
333;Crunch!;11.42;19.42;1;1;0;24 oz;4;9;5
334;Flakey and buttery;29.46;35.46;1;1;1;8 oz;5;9;26
335;Flakey and buttery;15.18;20.18;1;1;0;1 lb;2;8;18
336;Little bit of spice;9.32;18.32;0;1;1;8 oz;1;9;13
337;Crunch!;9.54;14.54;1;1;0;8 oz;1;8;15
338;Little bit of spice;29.77;36.77;0;1;0;24 oz;3;8;12
339;From Rio;9.97;18.97;1;1;1;16 oz;5;8;2
340;From Rio;5.53;12.53;0;1;1;16 oz;1;5;31
341;Just pure notes of spice;13.02;17.02;0;0;1;1 lb;3;3;22
342;Flakey and buttery;18.29;26.29;1;1;1;24 oz;4;8;3
343;Flakey and buttery;6.78;13.78;0;1;0;24 oz;1;2;22
344;Crunch!;9.08;12.08;1;0;1;single;4;9;9
345;From Rio;20.71;29.71;0;1;0;single;3;3;29
346;Crunch!;27.81;32.81;1;1;0;8 oz;2;4;5
347;Little bit of spice;5.47;13.47;0;1;1;8 oz;5;7;25
348;From Rio;24.31;33.31;0;0;1;16 oz;5;3;26
349;Flakey and buttery;13.57;19.57;1;0;1;single;2;8;7
350;Little bit of spice;24.44;32.44;1;1;0;1 lb;3;7;29
351;Crunch!;6.77;11.77;0;1;1;16 oz;4;9;31
352;Just pure notes of spice;15.61;19.61;0;0;1;24 oz;4;4;10
353;Just pure notes of spice;15.38;25.38;0;0;1;24 oz;2;9;30
354;Just pure notes of spice;23.8;31.8;1;1;0;16 oz;2;7;16
355;Little bit of spice;8.01;17.01;0;1;0;1 lb;1;9;12
356;Little bit of spice;7.21;10.21;0;1;1;1 lb;3;4;11
357;Just pure notes of spice;19.63;29.63;1;1;1;single;4;2;27
358;Just pure notes of spice;15.76;17.76;0;0;0;8 oz;5;8;30
359;Flakey and buttery;28.71;31.71;0;0;0;8 oz;3;3;4
360;Crunch!;21.23;25.23;0;1;0;1 lb;4;9;5
361;Just pure notes of spice;23.84;29.84;0;0;0;24 oz;5;7;2
362;Crunch!;27.32;37.32;0;0;0;8 oz;2;4;14
363;Flakey and buttery;18.39;21.39;0;1;0;8 oz;2;1;25
364;Little bit of spice;26.82;29.82;1;1;0;1 lb;5;6;30
365;Just pure notes of spice;22.9;27.9;1;0;0;single;2;6;13
366;Crunch!;10.34;20.34;0;1;1;24 oz;2;2;19
367;Little bit of spice;5.27;15.27;0;0;1;16 oz;2;5;24
368;Little bit of spice;24.69;28.69;0;1;0;single;5;5;29
369;Little bit of spice;15.75;21.75;0;0;1;16 oz;2;7;28
370;Crunch!;16.68;22.68;1;0;1;single;2;4;16
371;Little bit of spice;20.65;29.65;1;1;0;24 oz;1;5;16
372;Little bit of spice;20.18;24.18;1;0;0;8 oz;4;1;15
373;Just pure notes of spice;26.69;36.69;0;1;1;16 oz;3;3;11
374;Flakey and buttery;8.95;18.95;1;1;1;1 lb;3;1;11
375;Flakey and buttery;29.44;38.44;1;1;1;24 oz;5;5;10
376;Flakey and buttery;19.81;29.81;0;0;1;single;3;4;22
377;Flakey and buttery;19.84;29.84;0;0;1;8 oz;5;9;6
378;Flakey and buttery;27.53;29.53;0;1;0;single;1;3;1
379;Just pure notes of spice;12.79;14.79;0;0;0;single;1;9;20
380;Crunch!;29.59;37.59;1;1;0;8 oz;5;6;26
381;From Rio;9.82;14.82;0;1;1;16 oz;5;5;31
382;Flakey and buttery;7.2;15.2;1;0;0;16 oz;1;8;15
383;From Rio;12.76;18.76;0;0;0;16 oz;2;2;22
384;Crunch!;10.59;15.59;0;1;1;single;5;6;4
385;Flakey and buttery;17.86;27.86;0;1;1;single;1;7;11
386;Flakey and buttery;7.55;16.55;0;0;1;single;1;7;29
387;Crunch!;12.02;18.02;1;0;0;1 lb;4;7;1
388;Crunch!;28.77;38.77;0;0;0;1 lb;5;6;18
389;Just pure notes of spice;18.16;20.16;0;0;1;8 oz;3;2;19
390;From Rio;19.42;23.42;0;1;0;16 oz;5;3;22
391;Flakey and buttery;21.28;31.28;0;0;1;8 oz;4;9;22
392;Just pure notes of spice;5.26;10.26;0;0;1;16 oz;5;4;21
393;Little bit of spice;28.87;35.87;1;1;0;1 lb;2;8;24
394;Crunch!;15.82;20.82;0;1;1;8 oz;4;1;9
395;Just pure notes of spice;24.22;31.22;1;1;0;single;4;8;15
396;From Rio;19.66;29.66;1;1;1;8 oz;3;3;22
397;From Rio;22.78;27.78;1;0;1;8 oz;4;5;9
398;Just pure notes of spice;17.78;20.78;1;1;1;24 oz;1;5;14
399;Little bit of spice;27.01;36.01;1;0;1;24 oz;2;4;27
400;Just pure notes of spice;9.45;19.45;0;1;1;single;1;1;2
401;Flakey and buttery;16.87;18.87;0;1;1;single;3;4;7
402;Crunch!;16.85;18.85;1;1;0;single;2;8;13
403;From Rio;17.1;25.1;0;0;1;1 lb;2;7;29
404;Little bit of spice;26.35;32.35;1;1;0;8 oz;4;4;30
405;Just pure notes of spice;9.03;15.03;1;1;1;1 lb;3;1;26
406;Flakey and buttery;18.09;23.09;0;0;1;16 oz;1;6;14
407;Just pure notes of spice;14.8;17.8;0;0;0;16 oz;5;8;7
408;From Rio;25.69;29.69;1;0;0;24 oz;3;7;29
409;From Rio;20.02;28.02;0;1;0;8 oz;3;7;1
410;Just pure notes of spice;23.28;26.28;1;1;0;8 oz;1;7;11
411;Little bit of spice;23.54;30.54;1;0;1;single;3;1;7
