id;transactionId;transactionTime;inStore;order;lineItemId;quantity;lineItemAmount;unitPrice;promo;transactionDate;salesOutlet;staff;customer;product
31;162;19:07:40;0;1;1;1;4,0;4,0;0;2019-04-01;3;17;470;55
32;165;16:44:46;1;1;1;2;5,0;2,5;0;2019-04-01;3;12;127;54
33;175;19:54:12;1;1;1;1;3,0;3,0;0;2019-04-01;3;17;553;47
34;180;17:52:36;1;1;1;2;6,0;3,0;0;2019-04-01;3;17;518;45
35;199;14:24:55;1;1;1;2;8,5;4,25;0;2019-04-01;3;12;112;41
36;199;14:24:55;1;1;5;1;3,75;3,75;0;2019-04-01;3;12;112;79
37;202;17:26:58;0;1;1;2;6,0;3,0;0;2019-04-01;3;17;437;37
38;212;17:03:21;0;1;1;1;2,5;2,5;0;2019-04-01;3;17;552;50
39;219;15:03:55;1;1;1;1;3,0;3,0;0;2019-04-01;3;12;194;43
40;224;14:54:27;0;1;1;2;7,5;3,75;0;2019-04-01;3;17;788;38
41;226;16:30:12;1;1;1;1;3,75;3,75;0;2019-04-01;3;12;533;40
42;227;12:09:11;0;1;1;2;4,0;2,0;0;2019-04-01;3;17;521;28
43;238;15:48:10;1;1;1;1;4,25;4,25;0;2019-04-01;3;17;512;41
44;247;19:04:32;1;1;1;1;2,5;2,5;0;2019-04-01;3;17;178;23
45;248;14:30:49;1;1;1;2;6,0;3,0;0;2019-04-01;3;12;416;32
46;249;11:15:38;1;1;1;1;2,5;2,5;0;2019-04-01;3;12;22;52
47;260;18:14:31;1;1;1;2;9,5;4,75;0;2019-04-01;3;12;642;61
48;262;11:52:08;0;1;1;1;3,5;3,5;0;2019-04-01;3;12;189;58
49;268;16:04:10;0;1;1;2;5,0;2,5;0;2019-04-01;3;17;223;42
50;269;19:25:00;1;1;1;1;3,0;3,0;0;2019-04-01;3;12;40;53
51;270;11:27:00;0;1;1;1;3,0;3,0;0;2019-04-01;3;17;344;49
52;276;16:10:37;0;1;1;2;5,0;2,5;0;2019-04-01;3;12;401;42
53;281;11:27:06;0;1;1;2;4,4;2,2;0;2019-04-01;3;12;189;31
54;290;14:58:35;0;1;1;1;3,0;3,0;0;2019-04-01;3;12;517;43
55;296;14:49:18;1;1;1;1;4,25;4,25;0;2019-04-01;3;17;328;39
56;296;14:49:18;1;1;5;1;3,75;3,75;0;2019-04-01;3;17;328;79
57;297;12:05:26;0;1;1;2;5,0;2,5;0;2019-04-01;3;12;331;48
58;298;18:30:05;0;1;1;2;8,0;4,0;0;2019-04-01;3;17;414;55
59;317;19:57:08;0;1;1;1;2,5;2,5;0;2019-04-01;3;12;567;48
60;325;19:23:13;0;1;1;2;4,0;2,0;0;2019-04-01;3;12;526;22
61;326;12:05:31;0;1;1;2;5,0;2,5;0;2019-04-01;3;12;659;52
62;334;18:12:37;0;1;1;2;4,4;2,2;0;2019-04-01;3;17;492;25
63;337;18:14:17;1;1;1;2;8,5;4,25;0;2019-04-01;3;17;655;39
64;344;17:28:16;1;1;1;1;4,25;4,25;0;2019-04-01;3;12;500;41
65;357;15:34:10;0;1;1;2;8,5;4,25;0;2019-04-01;3;12;530;41
66;357;15:34:10;0;1;5;1;3,5;3,5;0;2019-04-01;3;12;530;76
67;360;15:30:57;1;1;1;2;7,5;3,75;0;2019-04-01;3;17;114;38
68;366;18:33:47;0;1;1;1;3,0;3,0;0;2019-04-01;3;17;301;51
69;384;16:04:18;1;1;1;2;5,0;2,5;0;2019-04-01;3;17;602;54
70;385;11:32:46;1;1;1;2;4,4;2,2;0;2019-04-01;3;12;565;31
71;389;17:00:27;1;1;1;1;2,5;2,5;0;2019-04-01;3;12;335;29
72;390;12:20:37;1;1;1;1;2,2;2,2;0;2019-04-01;3;12;52;25
73;391;18:05:52;0;1;1;2;7,0;3,5;0;2019-04-01;3;12;216;33
74;391;18:05:52;0;1;5;1;3,75;3,75;0;2019-04-01;3;12;216;79
75;396;14:45:31;1;1;1;1;3,0;3,0;0;2019-04-01;3;17;550;47
76;405;19:31:31;0;1;1;2;6,0;3,0;0;2019-04-01;3;17;481;26
77;411;12:23:27;0;1;1;2;4,0;2,0;0;2019-04-01;3;12;516;22
78;413;16:03:50;0;1;1;1;2,2;2,2;0;2019-04-01;3;17;508;31
79;413;16:03:50;0;1;5;1;3,5;3,5;0;2019-04-01;3;17;508;76
80;421;19:52:28;0;1;1;2;4,9;2,45;0;2019-04-01;3;17;717;34
81;422;14:14:08;1;1;1;1;3,0;3,0;0;2019-04-01;3;17;641;26
82;426;15:45:16;0;1;1;2;5,0;2,5;0;2019-04-01;3;17;525;46
83;427;19:03:00;1;1;1;1;2,0;2,0;0;2019-04-01;3;12;384;22
84;429;12:56:59;1;1;1;1;3,0;3,0;0;2019-04-01;3;17;784;47
85;434;17:26:52;0;1;1;2;6,0;3,0;0;2019-04-01;3;12;383;26
86;446;12:15:02;1;1;1;2;5,0;2,5;0;2019-04-01;3;12;659;50
87;447;14:51:44;1;1;1;1;3,0;3,0;0;2019-04-01;3;17;235;30
88;451;12:55:25;1;1;1;1;3,0;3,0;0;2019-04-01;3;12;319;49
89;457;16:17:06;0;1;1;2;4,9;2,45;0;2019-04-01;3;12;647;34
90;459;18:09:04;1;1;1;1;3,1;3,1;0;2019-04-01;3;17;320;35
91;461;17:54:11;1;1;1;2;5,1;2,55;0;2019-04-01;3;17;326;56
92;470;18:38:00;1;1;1;1;4,25;4,25;0;2019-04-01;3;12;122;41
93;474;18:13:09;1;1;1;1;4,5;4,5;0;2019-04-01;3;12;453;59
94;480;16:37:34;0;1;1;2;6,0;3,0;0;2019-04-01;3;17;185;26
95;483;19:15:15;0;1;1;1;4,0;4,0;0;2019-04-01;3;12;393;55
96;490;16:24:40;1;1;1;2;6,0;3,0;0;2019-04-01;3;12;392;47
97;490;16:24:40;1;1;5;1;3,5;3,5;0;2019-04-01;3;12;392;74
98;494;18:25:42;0;1;1;1;3,1;3,1;0;2019-04-01;3;12;241;35
99;495;18:51:23;0;1;1;2;6,0;3,0;0;2019-04-01;3;17;777;24
100;497;16:49:38;1;1;1;1;2,5;2,5;0;2019-04-01;3;12;407;52
101;501;16:16:43;0;1;1;1;4,25;4,25;0;2019-04-01;3;17;659;39
102;510;15:15:17;1;1;1;2;6,2;3,1;0;2019-04-01;3;12;288;35
103;510;15:15:17;1;1;5;1;3,75;3,75;0;2019-04-01;3;12;288;79
104;511;18:07:54;0;1;1;2;6,0;3,0;0;2019-04-01;3;12;15;26
105;513;11:08:11;1;1;1;1;4,5;4,5;0;2019-04-01;3;17;486;59
106;516;16:02:33;1;1;1;2;6,0;3,0;0;2019-04-01;3;12;206;43
107;516;16:02:33;1;1;5;1;3,75;3,75;0;2019-04-01;3;12;206;71
108;523;14:00:44;0;1;1;1;2,2;2,2;0;2019-04-01;3;17;315;25
109;528;17:12:46;1;1;1;2;8,0;4,0;0;2019-04-01;3;17;197;55
110;529;19:49:37;0;1;1;1;3,75;3,75;0;2019-04-01;3;12;329;36
111;530;19:28:35;1;1;1;1;4,0;4,0;0;2019-04-01;3;17;184;55
112;534;18:52:34;0;1;1;1;2,0;2,0;0;2019-04-01;3;17;474;22
113;537;12:18:27;1;1;1;1;3,75;3,75;0;2019-04-01;3;17;706;38
114;539;17:18:36;1;1;1;1;2,5;2,5;0;2019-04-01;3;17;384;29
115;541;19:17:34;1;1;1;2;5,0;2,5;0;2019-04-01;3;12;537;52
116;546;18:49:48;0;1;1;1;3,5;3,5;0;2019-04-01;3;17;128;27
117;550;11:12:39;1;1;1;2;4,0;2,0;0;2019-04-01;3;17;349;22
118;554;17:11:09;0;1;1;1;2,2;2,2;0;2019-04-01;3;17;245;25
119;555;18:23:47;0;1;1;2;6,0;3,0;0;2019-04-01;3;17;244;32
120;558;13:44:48;1;1;1;1;2,55;2,55;0;2019-04-01;3;12;65;56
121;562;13:03:13;0;1;1;2;6,0;3,0;0;2019-04-01;3;12;616;43
122;565;11:45:11;0;1;1;2;6,0;3,0;0;2019-04-01;3;12;284;51
123;566;12:20:16;1;1;1;2;7,5;3,75;0;2019-04-01;3;17;384;60
124;575;17:41:55;0;1;1;2;8,0;4,0;0;2019-04-01;3;17;269;55
125;575;17:41:55;0;1;5;1;3,75;3,75;0;2019-04-01;3;17;269;71
126;580;11:15:17;0;1;1;2;5,0;2,5;0;2019-04-01;3;17;736;54
127;585;17:58:05;0;1;1;2;5,0;2,5;0;2019-04-01;3;17;385;52
128;586;15:14:19;1;1;1;2;6,0;3,0;0;2019-04-01;3;12;25;26
129;588;12:45:52;1;1;1;2;4,0;2,0;0;2019-04-01;3;17;200;28
130;590;16:39:24;1;1;1;1;3,75;3,75;0;2019-04-01;3;17;450;36
131;591;16:32:46;0;1;1;2;6,0;3,0;0;2019-04-01;3;17;644;51
132;593;18:18:10;0;1;1;1;4,5;4,5;0;2019-04-01;3;17;482;59
133;599;12:58:29;0;1;1;1;4,25;4,25;0;2019-04-01;3;12;83;41
134;601;11:47:57;0;1;1;1;2,5;2,5;0;2019-04-01;3;17;199;23
135;601;11:47:57;0;1;5;1;3,25;3,25;0;2019-04-01;3;17;199;69
136;602;16:22:38;0;1;1;1;2,0;2,0;0;2019-04-01;3;12;425;22
137;610;15:30:16;1;1;1;1;3,0;3,0;0;2019-04-01;3;12;222;43
138;611;11:17:40;0;1;1;2;6,0;3,0;0;2019-04-01;3;17;776;51
139;616;11:30:18;0;1;1;2;6,0;3,0;0;2019-04-01;3;12;190;30
140;625;18:34:46;1;1;1;2;4,4;2,2;0;2019-04-01;3;12;729;25
141;625;18:34:46;1;1;5;1;3,0;3,0;0;2019-04-01;3;12;729;77
142;641;16:48:51;1;1;1;1;4,5;4,5;0;2019-04-01;3;12;749;59
143;646;18:16:21;1;1;1;2;5,0;2,5;0;2019-04-01;3;12;281;54
144;660;19:58:29;1;1;1;1;4,0;4,0;0;2019-04-01;3;17;362;55
145;675;15:29:24;1;1;1;1;3,1;3,1;0;2019-04-01;3;17;271;57
146;675;15:29:24;1;1;5;1;3,25;3,25;0;2019-04-01;3;17;271;70
147;676;11:09:01;0;1;1;1;4,5;4,5;0;2019-04-01;3;12;289;59
148;677;14:01:57;1;1;1;2;7,5;3,75;0;2019-04-01;3;12;124;36
149;684;11:57:17;1;1;1;2;6,0;3,0;0;2019-04-01;3;12;693;37
150;691;17:39:57;0;1;1;1;2,2;2,2;0;2019-04-01;3;12;602;25
151;691;17:39:57;0;1;5;1;3,0;3,0;0;2019-04-01;3;12;602;77
152;693;18:13:19;1;1;1;2;7,5;3,75;0;2019-04-01;3;17;376;60
153;694;14:19:10;1;1;1;1;3,75;3,75;0;2019-04-01;3;12;251;60
154;703;13:21:23;0;1;1;2;7,5;3,75;0;2019-04-01;3;17;459;38
155;709;12:30:46;0;1;1;2;5,0;2,5;0;2019-04-01;3;17;120;44
156;711;18:34:56;0;1;1;2;7,5;3,75;0;2019-04-01;3;12;136;60
157;724;13:05:56;1;1;1;1;3,5;3,5;0;2019-04-01;3;17;596;58
158;725;19:25:42;0;1;1;1;4,0;4,0;0;2019-04-01;3;17;393;55
159;728;16:31:22;0;1;1;2;6,0;3,0;0;2019-04-01;3;17;126;51
160;737;15:01:21;0;1;1;2;4,9;2,45;0;2019-04-01;3;12;162;34
161;739;12:46:22;1;1;1;1;2,55;2,55;0;2019-04-01;3;17;230;56
162;755;18:43:42;1;1;1;1;2,2;2,2;0;2019-04-01;3;12;290;25
163;766;15:09:37;1;1;1;1;2,0;2,0;0;2019-04-01;3;12;119;22
164;770;17:22:29;0;1;1;2;7,0;3,5;0;2019-04-01;3;17;332;58
165;771;16:38:05;1;1;1;1;3,1;3,1;0;2019-04-01;3;12;138;35
166;777;14:35:47;0;1;1;1;4,0;4,0;0;2019-04-01;3;17;361;55
167;778;15:10:55;0;1;1;1;2,5;2,5;0;2019-04-01;3;17;488;42
168;780;14:05:30;1;1;1;1;3,75;3,75;0;2019-04-01;3;12;222;60
169;782;18:00:34;1;1;1;1;3,0;3,0;0;2019-04-01;3;17;141;53
170;789;18:31:25;0;1;1;2;8,5;4,25;0;2019-04-01;3;12;505;41
171;790;12:42:26;1;1;1;1;3,0;3,0;0;2019-04-01;3;17;139;53
172;793;13:09:20;0;1;1;1;3,0;3,0;0;2019-04-01;3;17;473;26
173;798;19:29:01;1;1;1;2;5,0;2,5;0;2019-04-01;3;17;329;44
174;803;11:26:24;0;1;1;2;6,0;3,0;0;2019-04-01;3;17;600;49
175;807;16:47:11;0;1;1;2;6,0;3,0;0;2019-04-01;3;17;796;26
176;809;16:51:18;0;1;1;2;6,0;3,0;0;2019-04-01;3;12;52;37
177;810;18:51:41;1;1;1;1;2,0;2,0;0;2019-04-01;3;17;702;28
178;820;19:21:29;0;1;1;1;3,0;3,0;0;2019-04-01;3;12;466;51
179;820;19:21:29;0;1;5;1;3,5;3,5;0;2019-04-01;3;12;466;74
180;823;19:32:22;1;1;1;1;3,0;3,0;0;2019-04-01;3;17;24;47
181;828;11:14:07;1;1;1;1;2,5;2,5;0;2019-04-01;3;12;456;52
182;831;19:38:46;0;1;1;2;8,0;4,0;0;2019-04-01;3;12;406;55
183;855;15:12:22;0;1;1;1;3,0;3,0;0;2019-04-01;3;12;637;24
184;859;17:44:28;1;1;1;2;7,0;3,5;0;2019-04-01;3;12;209;27
185;859;17:44:28;1;1;5;1;3,5;3,5;0;2019-04-01;3;12;209;74
186;861;13:09:03;1;1;1;1;3,1;3,1;0;2019-04-01;3;17;438;35
187;869;16:42:12;1;1;1;2;7,5;3,75;0;2019-04-01;3;17;536;36
188;873;19:07:26;1;1;1;1;2,5;2,5;0;2019-04-01;3;17;550;46
189;873;19:07:26;1;1;5;1;4,5;4,5;0;2019-04-01;3;17;550;78
190;889;16:58:31;0;1;1;2;6,0;3,0;0;2019-04-01;3;12;548;45
191;889;16:58:31;0;1;5;1;3,25;3,25;0;2019-04-01;3;12;548;70
192;891;12:12:21;1;1;1;2;4,9;2,45;0;2019-04-01;3;17;662;34
193;891;12:12:21;1;1;5;1;3,75;3,75;0;2019-04-01;3;17;662;71
194;901;15:09:38;1;1;1;1;2,5;2,5;0;2019-04-01;3;12;341;29
195;901;15:09:38;1;1;5;1;3,75;3,75;0;2019-04-01;3;12;341;71
196;902;13:23:54;0;1;1;2;7,0;3,5;0;2019-04-01;3;17;685;58
197;917;19:10:16;1;1;1;2;7,0;3,5;0;2019-04-01;3;12;631;27
198;919;19:06:41;0;1;1;1;2,5;2,5;0;2019-04-01;3;17;675;54
199;921;11:44:31;0;1;1;1;2,55;2,55;0;2019-04-01;3;12;773;56
200;923;13:44:26;0;1;1;1;3,1;3,1;0;2019-04-01;3;17;740;57
201;924;12:58:53;0;1;1;2;6,2;3,1;0;2019-04-01;3;17;743;57
202;932;15:55:09;0;1;1;2;5,0;2,5;0;2019-04-01;3;12;296;44
203;944;19:25:57;1;1;1;2;5,0;2,5;0;2019-04-01;3;17;63;50
204;944;19:25:57;1;1;5;1;3,25;3,25;0;2019-04-01;3;17;63;69
205;946;12:04:37;0;1;1;2;6,0;3,0;0;2019-04-01;3;17;563;47
206;948;16:18:56;0;1;1;1;4,75;4,75;0;2019-04-01;3;17;424;61
207;960;14:07:56;1;1;1;1;2,5;2,5;0;2019-04-01;3;12;382;23
208;964;12:33:20;1;1;1;2;5,0;2,5;0;2019-04-01;3;12;608;54
209;968;18:22:07;1;1;1;1;3,0;3,0;0;2019-04-01;3;17;497;53
210;969;15:19:19;0;1;1;1;3,0;3,0;0;2019-04-01;3;17;313;43
211;984;15:17:06;0;1;1;1;3,0;3,0;0;2019-04-01;3;12;81;53
212;988;16:58:33;1;1;1;1;3,0;3,0;0;2019-04-01;3;12;384;37
213;993;13:42:10;0;1;1;1;3,0;3,0;0;2019-04-01;3;12;398;43
214;994;15:50:59;0;1;1;1;4,25;4,25;0;2019-04-01;3;17;44;39
215;1000;16:07:20;0;1;1;2;5,0;2,5;0;2019-04-01;3;17;732;23
216;1010;16:17:52;0;1;1;2;5,0;2,5;0;2019-04-01;3;17;430;29
217;1014;13:19:36;0;1;1;1;2,5;2,5;0;2019-04-01;3;12;601;23
218;1015;11:40:26;0;1;1;2;5,0;2,5;0;2019-04-01;3;12;7;52
219;1017;11:15:33;1;1;1;1;2,5;2,5;0;2019-04-01;3;17;318;54
220;1018;19:39:00;1;1;1;2;6,0;3,0;0;2019-04-01;3;17;467;47
221;1023;15:27:11;1;1;1;2;7,0;3,5;0;2019-04-01;3;12;434;58
222;1033;14:53:00;0;1;1;1;3,0;3,0;0;2019-04-01;3;12;781;43
223;1042;19:45:16;0;1;1;1;4,25;4,25;0;2019-04-01;3;12;316;41
224;1046;19:38:00;0;1;1;1;3,5;3,5;0;2019-04-01;3;12;399;33
225;1051;19:04:14;1;1;1;2;5,0;2,5;0;2019-04-01;3;17;403;29
226;1052;17:59:05;0;1;1;1;2,5;2,5;0;2019-04-01;3;12;685;48
227;1057;15:44:32;0;1;1;2;5,0;2,5;0;2019-04-01;3;17;409;44
228;1057;15:44:32;0;1;5;1;4,5;4,5;0;2019-04-01;3;17;409;78
229;1064;17:32:16;1;1;1;2;7,5;3,75;0;2019-04-01;3;12;557;38
230;1065;12:33:35;1;1;1;2;5,0;2,5;0;2019-04-01;3;17;231;29
231;1071;11:36:00;0;1;1;2;7,5;3,75;0;2019-04-01;3;17;571;40
232;1072;16:20:47;1;1;1;1;4,25;4,25;0;2019-04-01;3;12;235;41
233;1088;15:59:51;0;1;1;2;5,0;2,5;0;2019-04-01;3;17;226;50
234;1093;16:03:30;0;1;1;2;4,9;2,45;0;2019-04-01;3;17;745;34
235;1094;15:01:50;1;1;1;1;3,5;3,5;0;2019-04-01;3;12;355;27
236;1095;13:40:47;1;1;1;2;5,0;2,5;0;2019-04-01;3;17;177;54
237;1096;17:15:12;0;1;1;1;4,5;4,5;0;2019-04-01;3;12;379;59
238;1108;11:36:56;1;1;1;1;4,0;4,0;0;2019-04-01;3;17;654;55
239;1114;17:10:35;0;1;1;1;4,5;4,5;0;2019-04-01;3;12;428;59
240;1116;17:29:08;1;1;1;1;3,0;3,0;0;2019-04-01;3;12;402;37
241;1117;18:10:03;1;1;1;1;3,5;3,5;0;2019-04-01;3;12;179;58
242;1120;14:45:37;0;1;1;1;3,75;3,75;0;2019-04-01;3;17;536;38
243;1123;12:09:46;0;1;1;2;6,0;3,0;0;2019-04-01;3;17;299;26
244;1125;12:50:28;1;1;1;2;6,0;3,0;0;2019-04-01;3;12;184;32
245;1145;12:13:07;0;1;1;1;2,5;2,5;0;2019-04-01;3;12;328;42
246;1146;17:22:36;0;1;1;1;3,75;3,75;0;2019-04-01;3;17;574;36
247;1151;13:41:09;0;1;1;2;5,0;2,5;0;2019-04-01;3;12;337;42
248;1167;17:51:22;0;1;1;1;3,0;3,0;0;2019-04-01;3;12;5;53
249;1169;13:52:28;1;1;1;2;5,1;2,55;0;2019-04-01;3;12;669;56
250;1169;13:52:28;1;1;5;1;3,25;3,25;0;2019-04-01;3;12;669;70
251;1182;19:18:58;1;1;1;1;3,0;3,0;0;2019-04-01;3;12;80;53
252;1185;12:40:00;0;1;1;2;6,0;3,0;0;2019-04-01;3;17;490;37
253;1185;12:40:00;0;1;5;1;3,25;3,25;0;2019-04-01;3;17;490;69
254;1187;12:48:08;1;1;1;2;7,5;3,75;0;2019-04-01;3;17;567;38
255;1195;11:50:23;1;1;1;2;7,5;3,75;0;2019-04-01;3;17;222;36
256;1198;15:44:22;1;1;1;2;7,5;3,75;0;2019-04-01;3;12;408;38
257;1201;16:56:48;0;1;1;1;2,0;2,0;0;2019-04-01;3;12;85;28
258;1206;15:52:23;0;1;1;2;5,0;2,5;0;2019-04-01;3;12;540;29
259;1207;12:36:17;0;1;1;2;7,5;3,75;0;2019-04-01;3;12;55;40
260;1207;12:36:17;0;1;5;1;3,75;3,75;0;2019-04-01;3;12;55;71
261;1209;17:29:25;1;1;1;1;2,5;2,5;0;2019-04-01;3;17;2;46
262;1209;17:29:25;1;1;5;1;3,5;3,5;0;2019-04-01;3;17;2;75
263;1210;19:41:15;0;1;1;1;3,0;3,0;0;2019-04-01;3;12;135;51
264;1230;15:27:54;0;1;1;1;2,55;2,55;0;2019-04-01;3;12;227;56
265;1233;15:42:49;0;1;1;1;3,75;3,75;0;2019-04-01;3;17;305;40
266;1238;12:43:33;1;1;1;1;2,5;2,5;0;2019-04-01;3;17;453;29
267;1247;11:33:29;1;1;1;1;3,0;3,0;0;2019-04-01;3;12;146;45
268;1247;11:33:29;1;1;5;1;3,5;3,5;0;2019-04-01;3;12;146;74
269;1257;13:35:04;0;1;1;2;6,0;3,0;0;2019-04-01;3;12;646;30
270;1261;14:02:12;1;1;1;1;3,0;3,0;0;2019-04-01;3;12;770;49
271;1264;14:55:34;1;1;1;2;4,9;2,45;0;2019-04-01;3;17;97;34
272;1271;12:46:55;0;1;1;1;3,5;3,5;0;2019-04-01;3;17;434;33
273;1271;12:46:55;0;1;5;1;3,5;3,5;0;2019-04-01;3;17;434;75
274;1278;14:20:06;0;1;1;2;6,2;3,1;0;2019-04-01;3;12;181;35
275;1279;12:56:33;0;1;1;1;4,75;4,75;0;2019-04-01;3;17;247;61
276;1285;15:55:50;0;1;1;2;4,4;2,2;0;2019-04-01;3;17;3;31
277;1286;15:26:37;0;1;1;2;8,5;4,25;0;2019-04-01;3;12;606;41
278;1288;17:55:47;1;1;1;2;9,0;4,5;0;2019-04-01;3;12;603;59
279;1288;17:55:47;1;1;5;1;3,25;3,25;0;2019-04-01;3;12;603;70
280;1291;14:46:03;0;1;1;2;5,0;2,5;0;2019-04-01;3;12;428;44
281;1291;14:46:03;0;1;5;1;3,0;3,0;0;2019-04-01;3;12;428;77
282;1293;11:05:21;0;1;1;2;4,4;2,2;0;2019-04-01;3;17;447;31
283;1296;14:03:41;1;1;1;1;3,0;3,0;0;2019-04-01;3;17;730;32
284;1297;15:57:47;1;1;1;2;6,2;3,1;0;2019-04-01;3;17;672;57
285;1298;16:36:10;1;1;1;1;2,0;2,0;0;2019-04-01;3;12;189;28
286;1301;18:22:53;1;1;1;1;3,0;3,0;0;2019-04-01;3;17;169;32
287;1301;18:22:53;1;1;5;1;3,75;3,75;0;2019-04-01;3;17;169;79
288;1302;19:12:14;1;1;1;1;2,0;2,0;0;2019-04-01;3;17;18;22
289;1320;17:37:58;1;1;1;2;4,4;2,2;0;2019-04-01;3;17;646;31
290;1325;12:03:43;1;1;1;1;2,5;2,5;0;2019-04-01;3;17;477;44
291;1332;13:00:03;1;1;1;2;7,5;3,75;0;2019-04-01;3;17;377;36
292;1333;18:25:51;1;1;1;1;4,75;4,75;0;2019-04-01;3;12;258;61
293;1334;16:30:37;0;1;1;2;7,0;3,5;0;2019-04-01;3;17;8;33
294;1343;16:19:17;1;1;1;1;2,55;2,55;0;2019-04-01;3;17;404;56
295;1352;14:37:23;1;1;1;2;4,9;2,45;0;2019-04-01;3;12;369;34
296;1355;11:01:58;1;1;1;1;3,75;3,75;0;2019-04-01;3;17;580;38
297;1355;11:01:58;1;1;5;1;3,5;3,5;0;2019-04-01;3;17;580;75
298;1359;14:31:32;0;1;1;2;7,0;3,5;0;2019-04-01;3;12;429;33
299;1362;12:47:29;0;1;1;1;2,5;2,5;0;2019-04-01;3;17;11;48
300;1364;16:55:13;0;1;1;1;2,5;2,5;0;2019-04-01;3;12;365;29
301;1364;16:55:13;0;1;5;1;3,75;3,75;0;2019-04-01;3;12;365;73
302;1367;14:25:32;0;1;1;2;7,0;3,5;0;2019-04-01;3;12;51;58
303;1371;14:43:13;0;1;1;2;5,0;2,5;0;2019-04-01;3;12;373;50
304;1380;15:22:11;1;1;1;2;8,5;4,25;0;2019-04-01;3;12;725;39
305;1383;18:42:04;1;1;1;2;7,5;3,75;0;2019-04-01;3;12;656;60
306;1384;17:44:04;1;1;1;2;6,0;3,0;0;2019-04-01;3;17;677;47
307;1386;15:36:03;0;1;1;1;2,5;2,5;0;2019-04-01;3;17;441;52
308;1386;15:36:03;0;1;5;1;3,75;3,75;0;2019-04-01;3;17;441;79
309;1388;14:17:29;0;1;1;1;3,0;3,0;0;2019-04-01;3;17;101;26
310;1389;11:14:45;1;1;1;2;5,0;2,5;0;2019-04-01;3;17;212;52
311;1391;17:42:35;1;1;1;1;3,0;3,0;0;2019-04-01;3;12;199;24
312;1402;16:12:12;1;1;1;1;2,5;2,5;0;2019-04-01;3;17;230;54
313;1402;16:12:12;1;1;5;1;3,5;3,5;0;2019-04-01;3;17;230;76
314;1404;11:40:20;1;1;1;1;4,75;4,75;0;2019-04-01;3;12;534;61
315;1406;12:27:46;1;1;1;1;4,5;4,5;0;2019-04-01;3;12;231;59
316;1407;19:57:56;1;1;1;1;3,1;3,1;0;2019-04-01;3;12;448;35
317;1416;11:59:48;0;1;1;2;5,0;2,5;0;2019-04-01;3;17;391;52
318;1417;18:49:50;0;1;1;2;6,0;3,0;0;2019-04-01;3;17;168;51
319;1419;14:34:35;1;1;1;2;5,0;2,5;0;2019-04-01;3;17;447;52
320;1419;14:34:35;1;1;5;1;3,5;3,5;0;2019-04-01;3;17;447;75
