id;transaction_datetime;in_store;order;line_item_id;quantity;line_item_amount;unit_price;promo;sales_outlet_id;staff_id;customer_id;product_id
43;2019-04-01 15:48:10;1;1;1;1;4,25;4,25;0;3309;1710;200;1116
44;2019-04-01 19:04:32;1;1;1;1;2,5;2,5;0;4751;1277;3835;3333
45;2019-04-01 14:30:49;1;1;1;2;6,0;3,0;0;525;2325;469;4733
46;2019-04-01 11:15:38;1;1;1;1;2,5;2,5;0;1265;2273;2840;1991
47;2019-04-01 18:14:31;1;1;1;2;9,5;4,75;0;4978;4235;2770;3032
48;2019-04-01 11:52:08;0;1;1;1;3,5;3,5;0;1056;45;517;3460
49;2019-04-01 16:04:10;0;1;1;2;5,0;2,5;0;3244;2345;4195;2015
50;2019-04-01 19:25:00;1;1;1;1;3,0;3,0;0;1029;1185;1543;4626
51;2019-04-01 11:27:00;0;1;1;1;3,0;3,0;0;2839;3443;366;4183
52;2019-04-01 16:10:37;0;1;1;2;5,0;2,5;0;566;3509;4892;3827
53;2019-04-01 11:27:06;0;1;1;2;4,4;2,2;0;377;2209;3850;1736
54;2019-04-01 14:58:35;0;1;1;1;3,0;3,0;0;3274;2045;2685;2988
55;2019-04-01 14:49:18;1;1;1;1;4,25;4,25;0;801;1050;99;4457
56;2019-04-01 14:49:18;1;1;5;1;3,75;3,75;0;2528;4318;4871;4274
57;2019-04-01 12:05:26;0;1;1;2;5,0;2,5;0;3738;4760;1684;518
58;2019-04-01 18:30:05;0;1;1;2;8,0;4,0;0;4380;3208;1533;1660
59;2019-04-01 19:57:08;0;1;1;1;2,5;2,5;0;1245;2312;4114;4492
60;2019-04-01 19:23:13;0;1;1;2;4,0;2,0;0;1306;1347;2936;1366
61;2019-04-01 12:05:31;0;1;1;2;5,0;2,5;0;4258;2369;448;4793
62;2019-04-01 18:12:37;0;1;1;2;4,4;2,2;0;416;3396;3879;1625
63;2019-04-01 18:14:17;1;1;1;2;8,5;4,25;0;4007;986;4413;2990
64;2019-04-01 17:28:16;1;1;1;1;4,25;4,25;0;1624;255;2422;4686
65;2019-04-01 15:34:10;0;1;1;2;8,5;4,25;0;2566;4621;3743;4150
66;2019-04-01 15:34:10;0;1;5;1;3,5;3,5;0;2195;3251;2507;4138
67;2019-04-01 15:30:57;1;1;1;2;7,5;3,75;0;187;4792;3019;1598
68;2019-04-01 18:33:47;0;1;1;1;3,0;3,0;0;3366;4995;1331;2336
69;2019-04-01 16:04:18;1;1;1;2;5,0;2,5;0;4108;3745;1569;2621
70;2019-04-01 11:32:46;1;1;1;2;4,4;2,2;0;3696;129;4689;820
71;2019-04-01 17:00:27;1;1;1;1;2,5;2,5;0;3487;3455;4044;3731
72;2019-04-01 12:20:37;1;1;1;1;2,2;2,2;0;2786;2059;1175;3444
73;2019-04-01 18:05:52;0;1;1;2;7,0;3,5;0;1406;1117;904;3555
74;2019-04-01 18:05:52;0;1;5;1;3,75;3,75;0;3869;1360;1651;175
75;2019-04-01 14:45:31;1;1;1;1;3,0;3,0;0;3605;3312;2666;1514
76;2019-04-01 19:31:31;0;1;1;2;6,0;3,0;0;967;4545;1315;3655
77;2019-04-01 12:23:27;0;1;1;2;4,0;2,0;0;4026;3086;2995;375
78;2019-04-01 16:03:50;0;1;1;1;2,2;2,2;0;3390;3786;240;3656
79;2019-04-01 16:03:50;0;1;5;1;3,5;3,5;0;3532;1310;2477;4179
80;2019-04-01 19:52:28;0;1;1;2;4,9;2,45;0;3626;2776;3918;936
81;2019-04-01 14:14:08;1;1;1;1;3,0;3,0;0;525;2356;4043;3400
82;2019-04-01 15:45:16;0;1;1;2;5,0;2,5;0;4415;2313;2402;4671
83;2019-04-01 19:03:00;1;1;1;1;2,0;2,0;0;4120;955;1037;124
84;2019-04-01 12:56:59;1;1;1;1;3,0;3,0;0;1808;1201;3730;1382
85;2019-04-01 17:26:52;0;1;1;2;6,0;3,0;0;4898;3219;4521;3061
86;2019-04-01 12:15:02;1;1;1;2;5,0;2,5;0;1069;1697;3824;2362
87;2019-04-01 14:51:44;1;1;1;1;3,0;3,0;0;1332;3642;26;227
88;2019-04-01 12:55:25;1;1;1;1;3,0;3,0;0;1957;1200;1215;1463
89;2019-04-01 16:17:06;0;1;1;2;4,9;2,45;0;2703;2372;2661;4898
90;2019-04-01 18:09:04;1;1;1;1;3,1;3,1;0;2820;308;1908;3886
91;2019-04-01 17:54:11;1;1;1;2;5,1;2,55;0;190;4766;3127;1327
92;2019-04-01 18:38:00;1;1;1;1;4,25;4,25;0;3230;3511;493;4465
93;2019-04-01 18:13:09;1;1;1;1;4,5;4,5;0;2527;1500;1487;3368
94;2019-04-01 16:37:34;0;1;1;2;6,0;3,0;0;3273;36;4341;764
95;2019-04-01 19:15:15;0;1;1;1;4,0;4,0;0;3562;1464;4850;4271
96;2019-04-01 16:24:40;1;1;1;2;6,0;3,0;0;999;1192;2742;4508
97;2019-04-01 16:24:40;1;1;5;1;3,5;3,5;0;3872;1540;1465;1245
98;2019-04-01 18:25:42;0;1;1;1;3,1;3,1;0;2969;75;4716;4817
99;2019-04-01 18:51:23;0;1;1;2;6,0;3,0;0;3948;2844;1092;2400
100;2019-04-01 16:49:38;1;1;1;1;2,5;2,5;0;164;3798;3552;1229
101;2019-04-01 16:16:43;0;1;1;1;4,25;4,25;0;2589;2038;114;2535
102;2019-04-01 15:15:17;1;1;1;2;6,2;3,1;0;4855;3933;339;163
103;2019-04-01 15:15:17;1;1;5;1;3,75;3,75;0;2417;4851;2806;2802
104;2019-04-01 18:07:54;0;1;1;2;6,0;3,0;0;2827;2788;2438;891
105;2019-04-01 11:08:11;1;1;1;1;4,5;4,5;0;947;2885;1803;2524
106;2019-04-01 16:02:33;1;1;1;2;6,0;3,0;0;145;2212;3976;1322
107;2019-04-01 16:02:33;1;1;5;1;3,75;3,75;0;1422;4633;3752;563
108;2019-04-01 14:00:44;0;1;1;1;2,2;2,2;0;759;12;4927;1524
109;2019-04-01 17:12:46;1;1;1;2;8,0;4,0;0;984;2980;357;1980
110;2019-04-01 19:49:37;0;1;1;1;3,75;3,75;0;4915;4353;1405;3404
111;2019-04-01 19:28:35;1;1;1;1;4,0;4,0;0;1279;4191;3412;2345
112;2019-04-01 18:52:34;0;1;1;1;2,0;2,0;0;3925;840;3484;88
113;2019-04-01 12:18:27;1;1;1;1;3,75;3,75;0;4750;741;1808;1364
114;2019-04-01 17:18:36;1;1;1;1;2,5;2,5;0;1985;3057;2250;3703
115;2019-04-01 19:17:34;1;1;1;2;5,0;2,5;0;4377;3242;392;283
116;2019-04-01 18:49:48;0;1;1;1;3,5;3,5;0;146;1420;1542;1092
117;2019-04-01 11:12:39;1;1;1;2;4,0;2,0;0;3300;3395;1220;3908
118;2019-04-01 17:11:09;0;1;1;1;2,2;2,2;0;3632;2852;344;4530
119;2019-04-01 18:23:47;0;1;1;2;6,0;3,0;0;631;1137;55;5000
120;2019-04-01 13:44:48;1;1;1;1;2,55;2,55;0;330;3568;4796;4727
121;2019-04-01 13:03:13;0;1;1;2;6,0;3,0;0;2820;4616;979;2521
122;2019-04-01 11:45:11;0;1;1;2;6,0;3,0;0;1644;4727;383;843
123;2019-04-01 12:20:16;1;1;1;2;7,5;3,75;0;1023;1770;4735;1381
124;2019-04-01 17:41:55;0;1;1;2;8,0;4,0;0;2418;3369;192;2527
125;2019-04-01 17:41:55;0;1;5;1;3,75;3,75;0;2381;1694;3996;2154
126;2019-04-01 11:15:17;0;1;1;2;5,0;2,5;0;4114;4570;944;2049
127;2019-04-01 17:58:05;0;1;1;2;5,0;2,5;0;4149;13;4131;4090
128;2019-04-01 15:14:19;1;1;1;2;6,0;3,0;0;4598;1752;1274;844
129;2019-04-01 12:45:52;1;1;1;2;4,0;2,0;0;4489;1616;1592;102
130;2019-04-01 16:39:24;1;1;1;1;3,75;3,75;0;4599;2938;571;930
131;2019-04-01 16:32:46;0;1;1;2;6,0;3,0;0;1333;2613;922;573
132;2019-04-01 18:18:10;0;1;1;1;4,5;4,5;0;1154;360;954;1163
133;2019-04-01 12:58:29;0;1;1;1;4,25;4,25;0;7;2705;664;2531
134;2019-04-01 11:47:57;0;1;1;1;2,5;2,5;0;550;4111;3696;2501
135;2019-04-01 11:47:57;0;1;5;1;3,25;3,25;0;2341;3517;2908;3476
136;2019-04-01 16:22:38;0;1;1;1;2,0;2,0;0;2644;1204;4881;2484
137;2019-04-01 15:30:16;1;1;1;1;3,0;3,0;0;441;3156;2787;1832
138;2019-04-01 11:17:40;0;1;1;2;6,0;3,0;0;1845;4038;4241;1912
139;2019-04-01 11:30:18;0;1;1;2;6,0;3,0;0;4592;4424;195;2998
140;2019-04-01 18:34:46;1;1;1;2;4,4;2,2;0;3567;1958;728;1204
141;2019-04-01 18:34:46;1;1;5;1;3,0;3,0;0;1678;3457;756;715
142;2019-04-01 16:48:51;1;1;1;1;4,5;4,5;0;840;1823;3462;1562
143;2019-04-01 18:16:21;1;1;1;2;5,0;2,5;0;2579;2944;4015;4801
144;2019-04-01 19:58:29;1;1;1;1;4,0;4,0;0;2945;2920;3942;833
145;2019-04-01 15:29:24;1;1;1;1;3,1;3,1;0;2360;1277;2425;1491
146;2019-04-01 15:29:24;1;1;5;1;3,25;3,25;0;2011;1591;4142;121
147;2019-04-01 11:09:01;0;1;1;1;4,5;4,5;0;2362;4342;2704;2061
148;2019-04-01 14:01:57;1;1;1;2;7,5;3,75;0;2381;125;2517;4068
149;2019-04-01 11:57:17;1;1;1;2;6,0;3,0;0;1862;34;140;4502
150;2019-04-01 17:39:57;0;1;1;1;2,2;2,2;0;2955;3502;4268;3692
151;2019-04-01 17:39:57;0;1;5;1;3,0;3,0;0;4107;2151;3783;983
152;2019-04-01 18:13:19;1;1;1;2;7,5;3,75;0;1960;2175;2733;2577
153;2019-04-01 14:19:10;1;1;1;1;3,75;3,75;0;3290;489;2845;4210
154;2019-04-01 13:21:23;0;1;1;2;7,5;3,75;0;4997;3112;2183;3634
155;2019-04-01 12:30:46;0;1;1;2;5,0;2,5;0;2752;996;4604;1549
156;2019-04-01 18:34:56;0;1;1;2;7,5;3,75;0;383;4810;3903;1048
157;2019-04-01 13:05:56;1;1;1;1;3,5;3,5;0;2347;2606;1917;495
158;2019-04-01 19:25:42;0;1;1;1;4,0;4,0;0;3356;496;3759;2968
159;2019-04-01 16:31:22;0;1;1;2;6,0;3,0;0;2552;776;736;3703
160;2019-04-01 15:01:21;0;1;1;2;4,9;2,45;0;1918;2471;770;1023
161;2019-04-01 12:46:22;1;1;1;1;2,55;2,55;0;3083;4220;4115;4538
162;2019-04-01 18:43:42;1;1;1;1;2,2;2,2;0;3582;1895;3773;149
163;2019-04-01 15:09:37;1;1;1;1;2,0;2,0;0;2927;2365;1628;4843
164;2019-04-01 17:22:29;0;1;1;2;7,0;3,5;0;825;1897;4896;1821
165;2019-04-01 16:38:05;1;1;1;1;3,1;3,1;0;4297;4243;586;2051
166;2019-04-01 14:35:47;0;1;1;1;4,0;4,0;0;614;936;2891;2457
167;2019-04-01 15:10:55;0;1;1;1;2,5;2,5;0;3064;2014;2935;4320
168;2019-04-01 14:05:30;1;1;1;1;3,75;3,75;0;230;178;4561;4687
169;2019-04-01 18:00:34;1;1;1;1;3,0;3,0;0;632;3256;3760;2895
170;2019-04-01 18:31:25;0;1;1;2;8,5;4,25;0;4674;2502;1447;552
171;2019-04-01 12:42:26;1;1;1;1;3,0;3,0;0;4673;3062;2011;4387
172;2019-04-01 13:09:20;0;1;1;1;3,0;3,0;0;1976;4942;4989;3213
173;2019-04-01 19:29:01;1;1;1;2;5,0;2,5;0;2876;3429;2919;1117
174;2019-04-01 11:26:24;0;1;1;2;6,0;3,0;0;558;1372;1219;1539
175;2019-04-01 16:47:11;0;1;1;2;6,0;3,0;0;2006;4102;55;3772
176;2019-04-01 16:51:18;0;1;1;2;6,0;3,0;0;453;1054;1477;3526
177;2019-04-01 18:51:41;1;1;1;1;2,0;2,0;0;1467;980;3159;3724
178;2019-04-01 19:21:29;0;1;1;1;3,0;3,0;0;2302;2299;1455;1454
179;2019-04-01 19:21:29;0;1;5;1;3,5;3,5;0;3628;530;4125;1081
180;2019-04-01 19:32:22;1;1;1;1;3,0;3,0;0;632;4148;2826;4646
181;2019-04-01 11:14:07;1;1;1;1;2,5;2,5;0;2872;4415;3864;3626
182;2019-04-01 19:38:46;0;1;1;2;8,0;4,0;0;1215;3174;2972;4602
183;2019-04-01 15:12:22;0;1;1;1;3,0;3,0;0;1871;1499;3916;2792
184;2019-04-01 17:44:28;1;1;1;2;7,0;3,5;0;2582;4493;2723;1806
185;2019-04-01 17:44:28;1;1;5;1;3,5;3,5;0;385;4225;428;3926
186;2019-04-01 13:09:03;1;1;1;1;3,1;3,1;0;2414;1240;3699;3955
187;2019-04-01 16:42:12;1;1;1;2;7,5;3,75;0;4387;253;230;4880
188;2019-04-01 19:07:26;1;1;1;1;2,5;2,5;0;1132;73;1290;4363
189;2019-04-01 19:07:26;1;1;5;1;4,5;4,5;0;1481;4397;2802;1894
190;2019-04-01 16:58:31;0;1;1;2;6,0;3,0;0;4278;699;2235;2146
191;2019-04-01 16:58:31;0;1;5;1;3,25;3,25;0;3397;178;4971;4231
192;2019-04-01 12:12:21;1;1;1;2;4,9;2,45;0;2470;4780;4903;4037
193;2019-04-01 12:12:21;1;1;5;1;3,75;3,75;0;3086;533;3083;2168
194;2019-04-01 15:09:38;1;1;1;1;2,5;2,5;0;3069;3106;2341;2740
195;2019-04-01 15:09:38;1;1;5;1;3,75;3,75;0;3737;3404;4523;1133
196;2019-04-01 13:23:54;0;1;1;2;7,0;3,5;0;1577;1456;1698;3281
197;2019-04-01 19:10:16;1;1;1;2;7,0;3,5;0;3852;4060;3072;2996
198;2019-04-01 19:06:41;0;1;1;1;2,5;2,5;0;423;1520;2153;4615
199;2019-04-01 11:44:31;0;1;1;1;2,55;2,55;0;1317;3966;3718;279
200;2019-04-01 13:44:26;0;1;1;1;3,1;3,1;0;3536;4671;2981;3477
201;2019-04-01 12:58:53;0;1;1;2;6,2;3,1;0;134;1436;1777;4703
202;2019-04-01 15:55:09;0;1;1;2;5,0;2,5;0;3736;4997;4345;3147
203;2019-04-01 19:25:57;1;1;1;2;5,0;2,5;0;4372;4162;3654;419
204;2019-04-01 19:25:57;1;1;5;1;3,25;3,25;0;954;4540;4350;442
205;2019-04-01 12:04:37;0;1;1;2;6,0;3,0;0;3083;887;3615;4025
206;2019-04-01 16:18:56;0;1;1;1;4,75;4,75;0;2093;3815;965;4174
207;2019-04-01 14:07:56;1;1;1;1;2,5;2,5;0;3251;1883;1731;3553
208;2019-04-01 12:33:20;1;1;1;2;5,0;2,5;0;1121;842;360;3708
209;2019-04-01 18:22:07;1;1;1;1;3,0;3,0;0;3046;3073;3409;3951
210;2019-04-01 15:19:19;0;1;1;1;3,0;3,0;0;4978;1918;1813;3174
211;2019-04-01 15:17:06;0;1;1;1;3,0;3,0;0;4830;164;4254;3311
212;2019-04-01 16:58:33;1;1;1;1;3,0;3,0;0;1171;1523;4818;3795
213;2019-04-01 13:42:10;0;1;1;1;3,0;3,0;0;3931;715;1585;617
214;2019-04-01 15:50:59;0;1;1;1;4,25;4,25;0;548;1781;2041;969
215;2019-04-01 16:07:20;0;1;1;2;5,0;2,5;0;3987;3166;3830;3628
216;2019-04-01 16:17:52;0;1;1;2;5,0;2,5;0;3189;1265;4541;4133
217;2019-04-01 13:19:36;0;1;1;1;2,5;2,5;0;936;1904;183;2236
218;2019-04-01 11:40:26;0;1;1;2;5,0;2,5;0;4952;4215;2771;3039
219;2019-04-01 11:15:33;1;1;1;1;2,5;2,5;0;2757;2749;212;805
220;2019-04-01 19:39:00;1;1;1;2;6,0;3,0;0;2834;1839;906;1353
221;2019-04-01 15:27:11;1;1;1;2;7,0;3,5;0;3136;1235;324;1543
222;2019-04-01 14:53:00;0;1;1;1;3,0;3,0;0;505;494;1291;2342
223;2019-04-01 19:45:16;0;1;1;1;4,25;4,25;0;3449;2594;2289;1482
224;2019-04-01 19:38:00;0;1;1;1;3,5;3,5;0;1911;1336;2600;301
225;2019-04-01 19:04:14;1;1;1;2;5,0;2,5;0;2945;989;3168;1401
226;2019-04-01 17:59:05;0;1;1;1;2,5;2,5;0;4533;4980;232;4556
227;2019-04-01 15:44:32;0;1;1;2;5,0;2,5;0;2500;2633;1974;1025
228;2019-04-01 15:44:32;0;1;5;1;4,5;4,5;0;4440;821;2921;2135
229;2019-04-01 17:32:16;1;1;1;2;7,5;3,75;0;2231;91;3299;1856
230;2019-04-01 12:33:35;1;1;1;2;5,0;2,5;0;3376;2845;1157;1520
231;2019-04-01 11:36:00;0;1;1;2;7,5;3,75;0;4106;268;3018;2496
232;2019-04-01 16:20:47;1;1;1;1;4,25;4,25;0;2955;1394;4541;2342
233;2019-04-01 15:59:51;0;1;1;2;5,0;2,5;0;4334;829;4503;4059
234;2019-04-01 16:03:30;0;1;1;2;4,9;2,45;0;3718;435;3888;4544
235;2019-04-01 15:01:50;1;1;1;1;3,5;3,5;0;79;2957;3295;4430
236;2019-04-01 13:40:47;1;1;1;2;5,0;2,5;0;2220;2953;2861;2905
237;2019-04-01 17:15:12;0;1;1;1;4,5;4,5;0;490;3576;2459;1816
238;2019-04-01 11:36:56;1;1;1;1;4,0;4,0;0;524;4992;2099;3851
239;2019-04-01 17:10:35;0;1;1;1;4,5;4,5;0;3416;3319;4300;2505
240;2019-04-01 17:29:08;1;1;1;1;3,0;3,0;0;3358;293;936;4582
241;2019-04-01 18:10:03;1;1;1;1;3,5;3,5;0;4297;364;3984;589
242;2019-04-01 14:45:37;0;1;1;1;3,75;3,75;0;3950;271;4535;752
243;2019-04-01 12:09:46;0;1;1;2;6,0;3,0;0;4921;180;2299;3409
244;2019-04-01 12:50:28;1;1;1;2;6,0;3,0;0;2440;4791;1904;2523
245;2019-04-01 12:13:07;0;1;1;1;2,5;2,5;0;2255;4381;4854;1538
246;2019-04-01 17:22:36;0;1;1;1;3,75;3,75;0;3769;4410;3787;2932
247;2019-04-01 13:41:09;0;1;1;2;5,0;2,5;0;720;1919;620;3210
248;2019-04-01 17:51:22;0;1;1;1;3,0;3,0;0;340;4003;3972;1375
249;2019-04-01 13:52:28;1;1;1;2;5,1;2,55;0;4751;4829;3607;2364
250;2019-04-01 13:52:28;1;1;5;1;3,25;3,25;0;3610;3555;1136;3582
251;2019-04-01 19:18:58;1;1;1;1;3,0;3,0;0;3304;1411;7;1725
252;2019-04-01 12:40:00;0;1;1;2;6,0;3,0;0;704;2483;1822;4257
253;2019-04-01 12:40:00;0;1;5;1;3,25;3,25;0;744;1430;1786;2371
254;2019-04-01 12:48:08;1;1;1;2;7,5;3,75;0;1724;1870;2007;4269
255;2019-04-01 11:50:23;1;1;1;2;7,5;3,75;0;2814;209;4053;647
256;2019-04-01 15:44:22;1;1;1;2;7,5;3,75;0;1816;2978;86;3711
257;2019-04-01 16:56:48;0;1;1;1;2,0;2,0;0;3133;532;4473;3556
258;2019-04-01 15:52:23;0;1;1;2;5,0;2,5;0;2949;4317;4801;3567
259;2019-04-01 12:36:17;0;1;1;2;7,5;3,75;0;4631;1341;3158;3351
260;2019-04-01 12:36:17;0;1;5;1;3,75;3,75;0;1561;3953;109;2600
261;2019-04-01 17:29:25;1;1;1;1;2,5;2,5;0;707;4584;4995;343
262;2019-04-01 17:29:25;1;1;5;1;3,5;3,5;0;2969;2378;3405;1548
263;2019-04-01 19:41:15;0;1;1;1;3,0;3,0;0;2615;2872;1683;3547
264;2019-04-01 15:27:54;0;1;1;1;2,55;2,55;0;1095;1844;2226;2985
265;2019-04-01 15:42:49;0;1;1;1;3,75;3,75;0;3333;4726;2185;3097
266;2019-04-01 12:43:33;1;1;1;1;2,5;2,5;0;964;1743;2564;2352
267;2019-04-01 11:33:29;1;1;1;1;3,0;3,0;0;3474;2502;3564;3987
268;2019-04-01 11:33:29;1;1;5;1;3,5;3,5;0;374;3389;2255;2098
269;2019-04-01 13:35:04;0;1;1;2;6,0;3,0;0;930;1015;4835;3633
270;2019-04-01 14:02:12;1;1;1;1;3,0;3,0;0;3707;4616;526;1907
271;2019-04-01 14:55:34;1;1;1;2;4,9;2,45;0;3269;1761;4234;4228
272;2019-04-01 12:46:55;0;1;1;1;3,5;3,5;0;2732;4206;4772;1353
273;2019-04-01 12:46:55;0;1;5;1;3,5;3,5;0;1189;1454;4203;1166
274;2019-04-01 14:20:06;0;1;1;2;6,2;3,1;0;2939;1287;2677;4420
275;2019-04-01 12:56:33;0;1;1;1;4,75;4,75;0;2565;3243;2293;892
276;2019-04-01 15:55:50;0;1;1;2;4,4;2,2;0;1580;1339;993;3933
277;2019-04-01 15:26:37;0;1;1;2;8,5;4,25;0;4923;2398;3616;3470
278;2019-04-01 17:55:47;1;1;1;2;9,0;4,5;0;3615;3821;1049;48
279;2019-04-01 17:55:47;1;1;5;1;3,25;3,25;0;486;3039;1134;3011
280;2019-04-01 14:46:03;0;1;1;2;5,0;2,5;0;3108;724;3904;3444
281;2019-04-01 14:46:03;0;1;5;1;3,0;3,0;0;808;3848;1508;4607
282;2019-04-01 11:05:21;0;1;1;2;4,4;2,2;0;3165;103;4706;1927
283;2019-04-01 14:03:41;1;1;1;1;3,0;3,0;0;1140;4559;254;4591
284;2019-04-01 15:57:47;1;1;1;2;6,2;3,1;0;23;758;4727;2620
285;2019-04-01 16:36:10;1;1;1;1;2,0;2,0;0;2936;1353;1045;2161
286;2019-04-01 18:22:53;1;1;1;1;3,0;3,0;0;3872;589;961;3238
287;2019-04-01 18:22:53;1;1;5;1;3,75;3,75;0;4236;4502;444;4775
288;2019-04-01 19:12:14;1;1;1;1;2,0;2,0;0;4458;410;3329;2348
289;2019-04-01 17:37:58;1;1;1;2;4,4;2,2;0;41;1993;1806;4858
290;2019-04-01 12:03:43;1;1;1;1;2,5;2,5;0;222;3804;1125;1093
291;2019-04-01 13:00:03;1;1;1;2;7,5;3,75;0;1123;55;90;3480
292;2019-04-01 18:25:51;1;1;1;1;4,75;4,75;0;3674;1780;3181;1811
293;2019-04-01 16:30:37;0;1;1;2;7,0;3,5;0;4863;1660;2951;624
294;2019-04-01 16:19:17;1;1;1;1;2,55;2,55;0;2979;3797;1921;1498
295;2019-04-01 14:37:23;1;1;1;2;4,9;2,45;0;4213;3291;4807;4434
296;2019-04-01 11:01:58;1;1;1;1;3,75;3,75;0;4851;2500;4236;2791
297;2019-04-01 11:01:58;1;1;5;1;3,5;3,5;0;3558;3997;3407;3577
298;2019-04-01 14:31:32;0;1;1;2;7,0;3,5;0;3659;1066;1435;1290
299;2019-04-01 12:47:29;0;1;1;1;2,5;2,5;0;3534;3814;829;2882
300;2019-04-01 16:55:13;0;1;1;1;2,5;2,5;0;2673;1615;1702;2110
301;2019-04-01 16:55:13;0;1;5;1;3,75;3,75;0;4474;2060;761;4268
302;2019-04-01 14:25:32;0;1;1;2;7,0;3,5;0;3811;2823;4342;38
303;2019-04-01 14:43:13;0;1;1;2;5,0;2,5;0;1547;2017;380;4552
304;2019-04-01 15:22:11;1;1;1;2;8,5;4,25;0;4042;4782;2237;3296
305;2019-04-01 18:42:04;1;1;1;2;7,5;3,75;0;4113;4518;3875;2145
306;2019-04-01 17:44:04;1;1;1;2;6,0;3,0;0;4712;2917;1016;3523
307;2019-04-01 15:36:03;0;1;1;1;2,5;2,5;0;977;2880;1956;786
308;2019-04-01 15:36:03;0;1;5;1;3,75;3,75;0;3809;1700;2248;2986
309;2019-04-01 14:17:29;0;1;1;1;3,0;3,0;0;4127;4365;2903;4740
310;2019-04-01 11:14:45;1;1;1;2;5,0;2,5;0;757;239;2884;120
311;2019-04-01 17:42:35;1;1;1;1;3,0;3,0;0;3212;3933;2725;1487
312;2019-04-01 16:12:12;1;1;1;1;2,5;2,5;0;3388;1556;3663;3107
313;2019-04-01 16:12:12;1;1;5;1;3,5;3,5;0;4256;970;164;85
